DocEntry,DocNum,CardCode,NumAtCard,DocDate,DocDueDate,DocStatus,Cancelled,Comments,SlpCode,CreateDate,UpdateDate
770,770,C00012,,2022-07-20,2022-08-28,C,N,,6,2022-07-20,2022-08-04
771,771,C00142,ARCO-2025-00229,2022-06-13,2022-09-09,C,Y,Reposição,19,2022-06-13,2022-06-13
772,772,C00107,ARCO-2023-00370,2024-12-03,2025-03-03,C,N,Reposição,19,2024-12-03,2024-12-08
773,773,C00149,ARCO-2024-00302,2022-09-07,2022-10-25,C,N,Pedido complementar,2,2022-09-07,2022-09-08
774,774,C00186,arco-2025-00226,2025-04-20,2025-06-19,O,N,Urgente,23,2025-04-20,2025-05-05
775,775,C00111,ARCO-2023-00289,2023-03-29,2023-04-29,C,N,Reposição,5,2023-03-29,2023-04-06
776,776,C00265,,2024-04-07,2024-06-28,C,N,,10,2024-04-07,2024-04-19
777,777,C00077,ARCO-2025-00086,2025-09-20,2025-12-12,O,N,,17,2025-09-20,2025-10-06
778,778,C00085,ARCO-2023-00001,2022-08-15,2022-11-05,O,N,,7,2022-08-15,2022-08-21
779,779,C00022,ARCO-2024-00262,2024-05-24,2024-08-15,C,N,Urgente,1,2024-05-24,2024-06-08
780,780,C00210,ARCO-2023-00258 ,2023-07-25,2023-09-19,C,N,,23,2023-07-25,2023-08-17
781,781,C00144,ARCO-2024-00295,2022-10-28,2022-11-22,O,N,,8,2022-10-28,2022-10-30
782,782,C00245,ARCO-2024-00177,2025-12-23,2026-02-18,C,N,Reposição,8,2025-12-23,2026-01-14
783,783,C00254,ARCO-2025-00363,2023-07-21,2023-08-16,O,N,,7,2023-07-21,2023-08-06
784,784,C00198,ARCO-2024-00081,2023-10-24,2023-11-23,O,N,Reposição,4,2023-10-24,2023-11-08
785,785,C00218,ARCO-2025-00115,2024-04-12,2024-06-11,C,N,,9,2024-04-12,2024-05-06
786,786,C00224,ARCO-2025-00058,2024-06-21,2024-09-11,C,N,Pedido complementar,8,2024-06-21,2024-06-21
787,787,C00026,ARCO-2023-00106,2024-10-29,2024-12-06,O,N,Urgente,20,2024-10-29,2024-11-23
788,788,C00099,,2022-06-25,2022-08-20,C,N,Pedido complementar,17,2022-06-25,2022-06-29
789,789,C00089,,2022-10-24,2022-11-24,C,N,Reposição,19,2022-10-24,2022-11-18
790,790,C00111,ARCO-2022-00340,2024-09-09,2024-11-11,C,N,Reposição,5,2024-09-09,2024-09-29
791,791,C00131,ARCo-2024-00356,2025-07-21,2025-10-08,O,N,,19,2025-07-21,2025-07-27
792,792,C00154,ARCO-2024-00037,2023-11-15,2023-12-28,C,N,,23,2023-11-15,2023-12-10
793,793,C00205,ARCO - 2022 - 00249,2023-10-31,2023-12-18,C,N,,6,2023-10-31,2023-11-11
794,794,C00126,ARCO-2024-00202 ,2024-09-19,2024-11-07,C,N,,3,2024-09-19,2024-10-04
795,795,C00070,ARCO-2022-00171,2024-03-20,2024-05-12,C,N,,10,2024-03-20,2024-04-08
796,796,C00079,ARCO-2025-00179,2025-07-07,2025-08-10,C,N,,10,2025-07-07,2025-07-12
797,797,C00044,,2024-01-02,2024-02-27,O,N,,2,2024-01-02,2024-01-23
798,798,C00258,ARCO-2025-00164,2022-07-02,2022-08-06,C,N,,14,2022-07-02,2022-07-08
799,799,C00190,ARCO-2023-00329,2023-08-14,2023-10-18,O,N,Reposição,4,2023-08-14,2023-09-07
800,800,C00012,,2023-12-05,2023-12-30,C,N,,6,2023-12-05,2023-12-24
801,801,C00262,ARCO-2023-00248,2022-05-21,2022-06-24,C,N,,11,2022-05-21,2022-05-30
802,802,C00050,,2025-05-22,2025-06-27,C,N,,7,2025-05-22,2025-06-04
803,803,C00142,ARCO-2023-00092,2025-10-10,2025-11-25,C,N,,19,2025-10-10,2025-10-31
804,804,C00244,ARCO-2023-00228,2024-02-16,2024-04-11,C,N,Urgente,9,2024-02-16,2024-02-16
805,805,C00186,ARCO-2022-00372,2025-08-21,2025-10-01,C,N,Urgente,23,2025-08-21,2025-09-07
806,806,C00242,ARCO-2022-00053,2024-04-20,2024-07-16,O,N,Pedido complementar,19,2024-04-20,2024-04-20
807,807,C00137,,2022-04-21,2022-07-07,C,N,Pedido complementar,17,2022-04-21,2022-04-28
808,808,C00153,,2023-12-10,2024-01-20,C,N,Urgente,5,2023-12-10,2023-12-13
809,809,C00027,ARCO - 2024 - 00057,2025-08-10,2025-09-26,C,N,,24,2025-08-10,2025-09-03
810,810,C00148,ARCO-2023-00135,2022-05-27,2022-07-14,C,N,,14,2022-05-27,2022-06-07
811,811,C00188,ARCO-2023-00257,2023-06-06,2023-07-04,O,N,Pedido complementar,18,2023-06-06,2023-07-06
812,812,C00250,ARCO-2024-00202,2025-08-21,2025-10-22,C,N,Pedido complementar,15,2025-08-21,2025-08-31
813,813,C00078,ARCO-2024-00075,2024-02-03,2024-04-02,C,Y,Pedido complementar,14,2024-02-03,2024-02-26
814,814,C00177,ARCO-2025-00307,2024-09-26,2024-11-26,C,N,Urgente,15,2024-09-26,2024-10-08
815,815,C00023,ARCO-2024-00272,2023-06-22,2023-07-22,O,N,,3,2023-06-22,2023-06-28
816,816,C00155,ARCo-2022-00154,2023-05-31,2023-08-05,C,N,Urgente,13,2023-05-31,2023-06-20
817,817,C00050,ARCO-2022-00253,2024-09-28,2024-11-13,C,N,,7,2024-09-28,2024-10-20
818,818,C00164,ARCO-2022-00022,2023-03-20,2023-06-06,C,N,Urgente,1,2023-03-20,2023-03-21
819,819,C00063,ARCO-2023-00098,2024-03-06,2024-04-02,O,N,,21,2024-03-06,2024-03-25
820,820,C00016,ARCO-2025-00021,2024-06-16,2024-07-05,C,N,Pedido complementar,10,2024-06-16,2024-06-24
821,821,C00018,ARCO-2023-00222,2022-12-31,2023-03-23,C,N,,11,2022-12-31,2023-01-12
822,822,C00080,ARCO-2025-00187,2023-04-30,2023-07-24,C,N,Urgente,13,2023-04-30,2023-05-21
823,823,C00128,ARCO-2023-00102,2024-09-23,2024-11-07,C,N,,11,2024-09-23,2024-10-15
824,824,C00209,ARCO-2023-00030,2022-09-30,2022-12-22,C,N,,12,2022-09-30,2022-10-30
825,825,C00110,ARCO-2024-00177,2023-02-02,2023-02-17,O,N,,18,2023-02-02,2023-02-21
826,826,C00240,,2023-09-27,2023-11-02,C,N,Reposição,1,2023-09-27,2023-10-04
827,827,C00222,ARCO-2024-00345,2023-10-05,2023-12-20,C,N,,18,2023-10-05,2023-11-04
828,828,C00138,ARCO-2023-00012,2025-09-29,2025-10-15,O,N,Pedido complementar,24,2025-09-29,2025-10-22
829,829,C00117,,2025-07-11,2025-09-19,C,N,,4,2025-07-11,2025-07-23
830,830,C00013,ARCO-2023-00176,2025-10-02,2025-12-09,O,N,Urgente,1,2025-10-02,2025-10-27
831,831,C00136, ARCO-2025-00035,2024-12-07,2025-02-09,C,N,,22,2024-12-07,2024-12-09
832,832,C00065,ARCO-2023-00101,2022-12-07,2022-12-31,C,N,,17,2022-12-07,2022-12-17
833,833,C00082,,2022-06-19,2022-07-17,C,N,Pedido complementar,24,2022-06-19,2022-07-06
834,834,C00076,,2025-06-21,2025-08-14,C,N,,17,2025-06-21,2025-07-05
835,835,C00136,ARCO-2023-00140,2024-02-02,2024-03-15,O,N,,22,2024-02-02,2024-02-10
836,836,C00147,,2022-08-13,2022-11-02,O,N,Pedido complementar,4,2022-08-13,2022-08-30
837,837,C00176,ARCO-2022-00196,2023-01-20,2023-04-10,O,N,,16,2023-01-20,2023-01-21
838,838,C00106,ARCO-2023-00332,2022-07-25,2022-10-23,O,N,Pedido complementar,24,2022-07-25,2022-08-07
839,839,C00266,ARCO-2022-00052,2023-07-27,2023-10-13,O,N,Pedido complementar,17,2023-07-27,2023-07-31
840,840,C00085,ARCO-2023-00039,2024-12-05,2025-01-20,O,N,,7,2024-12-05,2024-12-06
841,841,C00050,ARCO-2025-00227,2023-03-01,2023-05-04,O,N,Reposição,7,2023-03-01,2023-03-16
842,842,C00203,,2024-08-17,2024-11-01,O,N,,13,2024-08-17,2024-08-30
843,843,C00248,ARCO-2024-00279,2024-08-10,2024-10-12,O,N,,21,2024-08-10,2024-08-10
844,844,C00248,ARCO-2023-00248,2022-05-15,2022-07-22,O,N,Urgente,21,2022-05-15,2022-05-19
845,845,C00022,ARCO-2023-00269,2024-03-19,2024-06-13,O,N,,1,2024-03-19,2024-04-04
846,846,C00200,,2023-04-01,2023-04-21,O,N,Pedido complementar,11,2023-04-01,2023-04-06
847,847,C00199,,2025-09-02,2025-10-29,C,N,Urgente,19,2025-09-02,2025-09-16
848,848,C00153,ARCo-2022-00314,2023-10-24,2023-12-07,C,N,Urgente,5,2023-10-24,2023-11-18
849,849,C00129,,2025-03-11,2025-03-30,C,N,Urgente,1,2025-03-11,2025-03-31
850,850,C00008,ARCO-2023-00067,2025-09-17,2025-10-16,C,N,,11,2025-09-17,2025-09-20
851,851,C00036,ARCO-2022-00192,2022-07-24,2022-09-01,C,N,,11,2022-07-24,2022-08-11
852,852,C00201,ARCO-2022-00006,2022-12-25,2023-01-24,C,N,,19,2022-12-25,2023-01-13
853,853,C00128,ARCO-2022-00204,2023-11-30,2024-01-05,C,N,,11,2023-11-30,2023-12-05
854,854,C00058,ARCO-2024-00377,2022-02-21,2022-05-17,C,N,,11,2022-02-21,2022-03-09
855,855,C00006,ARCO-2025-00309,2024-01-24,2024-04-17,O,N,,10,2024-01-24,2024-01-30
856,856,C00043,ARCO-2023-00186,2023-10-31,2023-11-25,C,N,,3,2023-10-31,2023-11-12
857,857,C00112,,2025-12-16,2026-02-13,C,Y,,18,2025-12-16,2026-01-08
858,858,C00042,ARCO-2024-00046,2025-01-17,2025-03-04,O,N,,20,2025-01-17,2025-01-28
859,859,C00266,,2025-04-08,2025-06-23,C,N,,17,2025-04-08,2025-04-18
860,860,C00233,ARCO-2022-00253 ,2025-12-03,2025-12-21,C,Y,Urgente,5,2025-12-03,2025-12-19
861,861,C00232,,2025-03-19,2025-05-11,O,N,Pedido complementar,6,2025-03-19,2025-03-31
862,862,C00003,ARCO-2025-00201,2023-04-20,2023-07-15,C,N,,16,2023-04-20,2023-05-04
863,863,C00198,ARCO-2022-00060,2024-07-17,2024-09-21,C,N,Pedido complementar,4,2024-07-17,2024-07-30
864,864,C00032,ARCO-2024-00144,2023-10-27,2024-01-25,C,N,Pedido complementar,14,2023-10-27,2023-11-22
865,865,C00120,,2025-08-01,2025-10-15,C,Y,,13,2025-08-01,2025-08-06
866,866,C00136,ARCO-2025-00216,2024-07-13,2024-09-08,C,N,,22,2024-07-13,2024-08-09
867,867,C00175,ARCO-2023-00001,2023-07-30,2023-10-21,O,N,Pedido complementar,5,2023-07-30,2023-08-26
868,868,C00225,ARCO-2022-00112,2025-01-13,2025-02-08,C,N,,13,2025-01-13,2025-02-09
869,869,C00149,ARCO-2025-00027,2025-04-10,2025-06-10,C,N,,2,2025-04-10,2025-05-05
870,870,C00245,ARCo-2025-00061,2024-09-18,2024-12-15,C,N,Urgente,8,2024-09-18,2024-09-29
871,871,C00149,ARCO-2023-00180,2024-08-02,2024-09-05,C,N,Urgente,2,2024-08-02,2024-08-06
872,872,C00086,ARCO-2022-00296,2024-11-04,2025-01-01,C,N,Pedido complementar,19,2024-11-04,2024-11-04
873,873,C00105,ARCO-2025-00312,2025-11-04,2026-01-06,C,N,Pedido complementar,17,2025-11-04,2025-11-17
874,874,C00006,,2024-02-16,2024-05-16,C,N,Pedido complementar,10,2024-02-16,2024-03-09
875,875,C00209,ARCO-2023-00266 ,2025-01-27,2025-04-12,O,N,Urgente,12,2025-01-27,2025-02-24
876,876,C00226,,2024-06-18,2024-08-19,C,Y,Pedido complementar,16,2024-06-18,2024-06-24
877,877,C00209,ARCO-2025-00115,2025-04-21,2025-05-29,C,N,,12,2025-04-21,2025-04-22
878,878,C00225,,2024-01-03,2024-02-02,O,N,Urgente,13,2024-01-03,2024-01-08
879,879,C00096,ARCO-2022-00017,2025-08-30,2025-10-05,C,N,,17,2025-08-30,2025-09-05
880,880,C00124,ARCO-2025-00074,2025-04-22,2025-06-05,C,N,,25,2025-04-22,2025-05-17
881,881,C00206,,2022-02-26,2022-04-30,C,N,,18,2022-02-26,2022-03-20
882,882,C00117,ARCO-2024-00002,2023-12-06,2024-01-06,O,N,Reposição,4,2023-12-06,2024-01-03
883,883,C00201,ARCO-2025-00072,2022-07-05,2022-08-06,C,N,Urgente,19,2022-07-05,2022-07-27
884,884,C00025,ARCO-2022-00196,2023-06-27,2023-08-13,C,N,Reposição,4,2023-06-27,2023-07-07
885,885,C00148,ARCO-2025-00175,2022-08-27,2022-11-24,C,N,,14,2022-08-27,2022-09-01
886,886,C00186,ARCO-2023-00160,2024-12-20,2025-01-04,C,N,Urgente,23,2024-12-20,2025-01-02
887,887,C00155,,2024-01-18,2024-03-15,O,N,Urgente,13,2024-01-18,2024-02-04
888,888,C00229,ARCO-2023-00015,2022-03-28,2022-05-11,C,N,,1,2022-03-28,2022-03-31
889,889,C00128,,2024-09-11,2024-09-30,O,N,Pedido complementar,11,2024-09-11,2024-10-09
890,890,C00167,ARCO-2023-00213,2025-04-27,2025-07-24,O,N,Urgente,22,2025-04-27,2025-05-15
891,891,C00248,ARCO-2023-00266,2025-12-03,2025-12-27,C,N,,21,2025-12-03,2025-12-21
892,892,C00186,,2022-12-22,2023-03-20,O,N,Pedido complementar,23,2022-12-22,2023-01-09
893,893,C00201,ARCO-2024-00059,2023-04-26,2023-06-04,O,N,Reposição,19,2023-04-26,2023-04-26
894,894,C00242,ARCo-2025-00166,2023-01-02,2023-03-25,C,N,Pedido complementar,19,2023-01-02,2023-01-04
895,895,C00077,,2022-10-29,2022-12-03,O,N,Urgente,17,2022-10-29,2022-11-09
896,896,C00153,ARCO - 2023 - 00140,2024-12-21,2025-03-09,C,N,Pedido complementar,5,2024-12-21,2024-12-23
897,897,C00029,,2023-07-06,2023-09-10,C,N,Urgente,3,2023-07-06,2023-07-16
898,898,C00010,,2023-12-30,2024-02-04,C,N,Reposição,16,2023-12-30,2024-01-13
899,899,C00130,ARCO-2025-00027,2024-03-26,2024-04-17,C,N,,4,2024-03-26,2024-04-04
900,900,C00097,ARCO-2022-00294,2024-11-05,2025-01-22,O,N,Pedido complementar,6,2024-11-05,2024-11-22
901,901,C00111,ARCO-2025-00363,2024-05-22,2024-06-12,O,N,,5,2024-05-22,2024-06-05
902,902,C00079,ARCO-2024-00206,2023-07-03,2023-09-24,C,N,,10,2023-07-03,2023-07-22
903,903,C00236,ARCo-2025-00187,2025-03-04,2025-05-13,C,N,Urgente,8,2025-03-04,2025-03-25
904,904,C00068,ARCO-2023-00067,2025-03-16,2025-04-16,O,N,Reposição,6,2025-03-16,2025-03-20
905,905,C00181,ARCO-2022-00117,2025-03-03,2025-05-14,O,N,Reposição,10,2025-03-03,2025-03-23
906,906,C00102,,2025-04-14,2025-06-11,C,N,,18,2025-04-14,2025-04-24
907,907,C00191,,2022-09-13,2022-10-07,C,N,Reposição,22,2022-09-13,2022-10-03
908,908,C00228,ARCO-2023-00308,2022-02-09,2022-04-24,C,N,Urgente,23,2022-02-09,2022-02-18
909,909,C00057,,2023-09-27,2023-11-04,C,N,Urgente,20,2023-09-27,2023-10-23
910,910,C00122,ARCO-2024-00082,2023-12-10,2024-01-04,C,N,,7,2023-12-10,2024-01-01
911,911,C00036,ARCO-2023-00335,2024-08-20,2024-10-31,O,N,Pedido complementar,11,2024-08-20,2024-09-02
912,912,C00237,ARCO-2023-00133,2025-07-25,2025-09-17,O,N,,2,2025-07-25,2025-08-21
913,913,C00156,ARCO-2024-00237,2022-12-04,2023-02-05,C,N,,23,2022-12-04,2023-01-01
914,914,C00208,,2023-09-22,2023-11-04,C,N,Pedido complementar,9,2023-09-22,2023-09-23
915,915,C00081,arco-2025-00293,2023-07-08,2023-09-29,O,N,,24,2023-07-08,2023-07-17
916,916,C00242,ARCO-2025-00215,2025-07-07,2025-07-25,O,N,,19,2025-07-07,2025-07-26
917,917,C00034,ARCO-2024-00182,2024-09-05,2024-11-12,O,N,,12,2024-09-05,2024-09-17
918,918,C00196,ARCO-2024-00356,2022-09-15,2022-11-15,C,N,,4,2022-09-15,2022-09-22
919,919,C00212,,2023-04-18,2023-05-09,C,N,Pedido complementar,24,2023-04-18,2023-05-18
920,920,C00138,,2025-07-13,2025-08-04,O,N,,24,2025-07-13,2025-07-27
921,921,C00124,ARCO-2023-00364 ,2023-01-13,2023-02-20,C,N,,25,2023-01-13,2023-01-21
922,922,C00255,,2023-11-04,2024-01-11,C,N,,5,2023-11-04,2023-12-02
923,923,C00006,ARCO-2025-00268,2025-06-04,2025-07-17,O,N,Reposição,10,2025-06-04,2025-06-20
924,924,C00140,ARCO-2025-00157,2025-03-24,2025-06-15,O,N,Pedido complementar,5,2025-03-24,2025-04-17
925,925,C00166,ARCO-2024-00351,2025-11-21,2026-02-05,C,N,,12,2025-11-21,2025-12-02
926,926,C00128,,2022-02-10,2022-03-18,O,N,,11,2022-02-10,2022-03-05
927,927,C00155,ARCO-2025-00121,2022-01-22,2022-02-11,O,N,Reposição,13,2022-01-22,2022-01-22
928,928,C00020,ARCO - 2024 - 00326,2024-07-17,2024-09-22,O,N,Pedido complementar,6,2024-07-17,2024-07-26
929,929,C00155,ARCO-2023-00258,2025-12-16,2026-02-10,C,N,,13,2025-12-16,2026-01-07
930,930,C00146, ARCO-2025-00128,2024-10-06,2024-11-08,O,N,Urgente,5,2024-10-06,2024-11-05
931,931,C00187,,2023-07-03,2023-09-29,O,N,,21,2023-07-03,2023-08-02
932,932,C00119,ARCO-2023-00205,2023-07-22,2023-09-15,O,N,Pedido complementar,25,2023-07-22,2023-08-09
933,933,C00094,,2025-11-11,2026-01-09,O,N,Reposição,4,2025-11-11,2025-12-03
934,934,C00114,ARCO-2023-00102,2024-11-12,2024-12-09,O,N,Urgente,15,2024-11-12,2024-11-19
935,935,C00142,ARCO-2023-00323,2025-10-23,2025-12-03,O,N,,19,2025-10-23,2025-11-05
936,936,C00159,ARCO-2023-00092,2024-09-01,2024-10-18,O,N,Reposição,3,2024-09-01,2024-09-12
937,937,C00098,ARCO-2025-00235,2023-05-11,2023-06-24,C,Y,,9,2023-05-11,2023-05-23
938,938,C00025,ARCO-2023-00068,2022-02-28,2022-05-16,O,N,,4,2022-02-28,2022-03-10
939,939,C00259,ARCO-2022-00301,2023-07-01,2023-07-22,C,N,Pedido complementar,7,2023-07-01,2023-07-27
940,940,C00154,,2024-03-16,2024-05-09,O,N,Reposição,23,2024-03-16,2024-03-21
941,941,C00191,,2022-06-29,2022-07-30,C,N,,22,2022-06-29,2022-07-29
942,942,C00249,,2022-06-04,2022-09-02,O,N,Pedido complementar,25,2022-06-04,2022-07-02
943,943,C00177,,2023-12-17,2024-01-29,C,N,,15,2023-12-17,2024-01-15
944,944,C00036,ARCO-2022-00241 ,2023-10-06,2023-12-05,C,N,Urgente,11,2023-10-06,2023-10-19
945,945,C00119,ARCO-2024-00264,2022-09-27,2022-11-16,C,N,Urgente,25,2022-09-27,2022-09-30
946,946,C00211,ARCO-2023-00039,2025-01-03,2025-03-05,C,N,,25,2025-01-03,2025-01-03
947,947,C00001,ARCO-2023-00038,2023-08-16,2023-09-19,O,N,Reposição,9,2023-08-16,2023-09-06
948,948,C00198,ARCO-2022-00184,2024-05-10,2024-07-21,C,N,,4,2024-05-10,2024-05-16
949,949,C00111, ARCO-2025-00217,2022-03-28,2022-06-26,O,N,,5,2022-03-28,2022-04-26
950,950,C00146,,2024-05-05,2024-06-01,O,N,Reposição,5,2024-05-05,2024-05-09
951,951,C00249,,2024-12-10,2025-02-27,C,N,Reposição,25,2024-12-10,2024-12-16
952,952,C00020,ARCO-2025-00201,2024-03-01,2024-04-16,C,N,Urgente,6,2024-03-01,2024-03-31
953,953,C00264,ARCO-2023-00275,2022-07-01,2022-09-21,C,N,Reposição,24,2022-07-01,2022-07-02
954,954,C00180,ARCO-2023-00339,2023-11-16,2024-01-21,C,N,,1,2023-11-16,2023-11-28
955,955,C00246,arco-2025-00018,2024-09-26,2024-10-31,O,N,Reposição,20,2024-09-26,2024-09-29
956,956,C00149,ARCO-2023-00324,2023-03-08,2023-05-07,C,N,Urgente,2,2023-03-08,2023-03-24
957,957,C00115,ARCO-2025-00365,2024-12-28,2025-02-09,O,N,Reposição,25,2024-12-28,2025-01-11
958,958,C00191,ARCO-2025-00131,2023-08-05,2023-10-29,O,N,,22,2023-08-05,2023-08-13
959,959,C00199,ARCO-2023-00289 ,2024-02-16,2024-05-08,C,N,Urgente,19,2024-02-16,2024-02-27
960,960,C00036,,2023-11-23,2024-02-08,O,N,,11,2023-11-23,2023-12-04
961,961,C00221,ARCO-2025-00343,2024-01-19,2024-03-25,O,N,,17,2024-01-19,2024-02-17
962,962,C00046,ARCO-2024-00321,2023-03-06,2023-06-04,C,Y,,10,2023-03-06,2023-03-10
963,963,C00179,ARCO-2024-00178,2023-03-15,2023-04-29,C,N,Urgente,21,2023-03-15,2023-04-09
964,964,C00124,ARCO-2025-00103 ,2025-11-09,2026-02-03,C,N,,25,2025-11-09,2025-12-05
965,965,C00213,ARCO-2025-00145,2025-10-10,2025-11-13,O,N,,16,2025-10-10,2025-10-18
966,966,C00030,ARCO-2022-00192,2023-08-18,2023-10-15,C,Y,,25,2023-08-18,2023-08-28
967,967,C00152,ARCO-2022-00017,2022-03-16,2022-06-11,C,N,,10,2022-03-16,2022-04-03
968,968,C00257,ARCO-2025-00235,2024-11-10,2025-01-25,O,N,,11,2024-11-10,2024-11-22
969,969,C00110,ARCO-2025-00145,2023-03-27,2023-04-18,C,Y,,18,2023-03-27,2023-04-05
970,970,C00115,ARCO-2023-00315,2023-04-08,2023-04-25,C,N,Pedido complementar,25,2023-04-08,2023-04-16
971,971,C00055,ARCO-2023-00291,2025-08-11,2025-10-17,C,N,Urgente,19,2025-08-11,2025-09-04
972,972,C00199,ARCO-2025-00318,2023-02-03,2023-04-04,O,N,Urgente,19,2023-02-03,2023-02-08
973,973,C00075,ARCO-2022-00232,2025-07-18,2025-09-22,C,Y,,24,2025-07-18,2025-07-25
974,974,C00020,ARCO-2025-00147 ,2024-08-16,2024-10-27,O,N,,6,2024-08-16,2024-09-06
975,975,C00189,ARCO - 2024 - 00378,2022-07-29,2022-10-18,O,N,Reposição,9,2022-07-29,2022-08-26
976,976,C00007,ARCO-2022-00212,2022-03-30,2022-06-22,O,N,,5,2022-03-30,2022-04-17
977,977,C00066,ARCO-2025-00284,2023-07-19,2023-10-04,C,Y,Reposição,18,2023-07-19,2023-07-31
978,978,C00100,ARCO-2022-00168 ,2025-06-06,2025-08-01,C,N,,25,2025-06-06,2025-06-15
979,979,C00156,ARCO-2024-00075,2023-06-16,2023-09-10,O,N,Reposição,23,2023-06-16,2023-07-12
980,980,C00202,ARCO-2024-00037,2024-08-03,2024-09-17,C,N,,2,2024-08-03,2024-08-04
981,981,C00116,,2022-08-14,2022-11-05,O,N,Urgente,9,2022-08-14,2022-09-04
982,982,C00195,ARCO-2022-00063,2022-09-06,2022-10-22,C,N,Urgente,5,2022-09-06,2022-09-08
983,983,C00013,ARCO-2022-00048,2025-03-08,2025-04-07,O,N,Reposição,1,2025-03-08,2025-03-12
984,984,C00162,,2024-02-14,2024-03-18,C,N,Urgente,8,2024-02-14,2024-03-02
985,985,C00109,ARCO-2025-00024,2022-06-10,2022-07-30,O,N,,24,2022-06-10,2022-06-26
986,986,C00054,ARCO-2022-00288,2023-10-02,2023-10-18,C,N,Pedido complementar,19,2023-10-02,2023-10-24
987,987,C00119, ARCO-2024-00326,2025-10-01,2025-10-16,C,N,,25,2025-10-01,2025-10-17
988,988,C00185,ARCO-2022-00294,2022-04-08,2022-06-11,C,N,Pedido complementar,2,2022-04-08,2022-05-04
989,989,C00261,arco-2024-00109,2022-08-03,2022-09-20,C,N,Urgente,22,2022-08-03,2022-08-11
990,990,C00162,ARCO-2025-00079,2025-09-16,2025-11-30,C,N,,8,2025-09-16,2025-09-30
991,991,C00138,ARCO-2022-00110,2024-07-10,2024-08-27,C,N,Reposição,24,2024-07-10,2024-07-29
992,992,C00231,ARCO-2024-00118,2022-08-07,2022-09-20,C,N,Reposição,21,2022-08-07,2022-08-16
993,993,C00046,ARCO-2023-00323,2023-09-08,2023-10-02,O,N,,10,2023-09-08,2023-09-15
994,994,C00086,ARCO-2023-00231,2022-05-14,2022-08-08,O,N,Urgente,19,2022-05-14,2022-05-21
995,995,C00045, ARCO-2022-00019,2025-05-19,2025-07-24,C,N,,21,2025-05-19,2025-05-24
996,996,C00165,ARCO-2025-00020,2023-08-15,2023-09-01,O,N,,11,2023-08-15,2023-09-14
997,997,C00205,ARCO-2022-00154,2024-02-15,2024-05-14,C,N,Reposição,6,2024-02-15,2024-02-23
998,998,C00268,ARCO-2025-00007,2023-05-20,2023-07-25,C,Y,,1,2023-05-20,2023-06-18
999,999,C00234,,2022-01-09,2022-02-02,C,N,,6,2022-01-09,2022-01-29
1000,1000,C00247,ARCO-2023-00159,2023-02-18,2023-03-09,C,N,,20,2023-02-18,2023-03-19
1001,1001,C00038,ARCO-2022-00294,2024-05-16,2024-06-06,O,N,,22,2024-05-16,2024-05-21
1002,1002,C00048,ARCO - 2024 - 00151,2023-11-16,2024-02-14,C,N,,9,2023-11-16,2023-11-23
1003,1003,C00120,ARCO-2023-00266,2025-03-02,2025-05-08,C,N,,13,2025-03-02,2025-03-09
1004,1004,C00056,arco-2025-00349,2023-04-25,2023-06-25,O,N,,9,2023-04-25,2023-05-04
1005,1005,C00093,ARCO-2022-00207,2023-03-16,2023-05-19,O,N,Reposição,8,2023-03-16,2023-03-31
1006,1006,C00234,ARCO-2023-00233,2025-03-09,2025-05-01,C,N,,6,2025-03-09,2025-03-17
1007,1007,C00263,ARCO-2022-00371,2023-02-06,2023-05-03,C,N,Urgente,17,2023-02-06,2023-03-05
1008,1008,C00169,,2023-05-14,2023-06-17,C,N,Urgente,13,2023-05-14,2023-05-31
1009,1009,C00233,ARCO-2024-00134,2023-05-10,2023-06-29,C,N,,5,2023-05-10,2023-06-07
1010,1010,C00247,,2024-03-10,2024-05-20,O,N,,20,2024-03-10,2024-03-21
1011,1011,C00052,ARCO-2024-00118,2024-08-05,2024-09-05,O,N,,17,2024-08-05,2024-08-17
1012,1012,C00070,ARCO-2024-00202,2025-04-18,2025-07-13,C,N,,10,2025-04-18,2025-05-12
1013,1013,C00135,ARCO-2024-00206,2025-04-28,2025-07-20,C,N,,12,2025-04-28,2025-05-28
1014,1014,C00152,ARCO-2024-00322,2024-01-09,2024-03-26,O,N,,10,2024-01-09,2024-01-28
1015,1015,C00122,ARCO-2023-00068,2022-07-22,2022-10-14,C,N,Pedido complementar,7,2022-07-22,2022-08-09
1016,1016,C00078,ARCO-2023-00065,2025-08-21,2025-09-12,C,Y,,14,2025-08-21,2025-09-02
1017,1017,C00028,ARCo-2025-00342,2025-09-28,2025-10-20,O,N,Urgente,5,2025-09-28,2025-09-30
1018,1018,C00213,ARCO-2022-00300,2025-02-24,2025-04-13,C,N,Pedido complementar,16,2025-02-24,2025-03-15
1019,1019,C00267,ARCO-2025-00045,2022-01-03,2022-01-24,C,N,Pedido complementar,5,2022-01-03,2022-01-27
1020,1020,C00099,ARCO-2023-00156,2024-02-08,2024-05-06,C,N,Pedido complementar,17,2024-02-08,2024-02-29
1021,1021,C00208,ARCO-2023-00101,2023-03-23,2023-04-16,O,N,,9,2023-03-23,2023-04-08
1022,1022,C00064,ARCO-2024-00239,2023-05-17,2023-07-23,C,N,Pedido complementar,6,2023-05-17,2023-05-30
1023,1023,C00036,ARCO-2023-00065,2024-12-22,2025-03-17,O,N,,11,2024-12-22,2025-01-04
