id_nf,numero_nf,serie_nf,id_pedido_erp_b,cnpj_cliente,nome_cliente,dt_emissao,valor_total,valor_impostos,cnpj_transportadora,nome_transportadora,codigo_rastreio,dt_prevista_entrega,dt_entrega_real,status_entrega,qtd_entregue,dt_criacao
405,NF-000405,3,360,18227824896383,Teixeira Fernandes S/A,2024-11-16,39940.27,503.62,52000633388700,Sequoia Log,QZBDFW0N1TG3W,2024-12-06,2024-12-12,entregue,359,2024-11-16 00:00:00
406,NF-000406,2,892,42388496965328,Câmara Instituto,2024-09-04,6785.4,1984.49,55481244322208,Correios,IME1I3SA8ORP5,2024-09-12,,devolvido,318,2024-09-04 00:00:00
407,NF-000407,3,589,30.958.498/2544-94,Gomes Instituto,2023-04-10,21505.16,953.51,52000633388700,Sequoia Log,G7R9ANN48CK0P,2023-04-25,,em_transito,5,2023-04-10 00:00:00
408,NF-000408,1,228,99.118.384/2513-54,Porto Escola,2024-04-22,33280.43,3115.29,50842145100973,Total Express,UZK1O7I0IX8B6,2024-05-08,,aguardando_coleta,381,2024-04-22 00:00:00
409,NF-000409,1,774,48.018.451/4627-04,Abreu Escola,2025-06-11,31823.09,2871.52,07901319850452,Braspress,8UTC2AVX3X6N3,2025-06-23,,extraviado,260,2025-06-11 00:00:00
410,NF-000410,3,1181,31.027.868/1447-39,Novais Escola,2023-03-07,3552.56,846.31,07901319850452,Braspress,12PZT7Z4RPKJ6,2023-03-13,,extraviado,140,2023-03-08 00:00:00
411,NF-000411,1,21,01.994.883/7550-37,Castro S/A,2024-11-09,20890.5,3683.23,52000633388700,Sequoia Log,F9ZOX9KVL1C5N,2024-11-17,,em_transito,101,2024-11-09 00:00:00
412,NF-000412,3,894,12.805.982/6204-50,Pereira Colégio,2024-01-15,34231.43,4260.42,07901319850452,Braspress,LF6M9UA0BB3SJ,2024-01-28,,extraviado,95,2024-01-16 00:00:00
413,NF-000413,2,342,05.766.270/2895-17,Santos Colégio,2024-05-25,30592.04,541.7,07901319850452,Braspress,E8W7JTSPIXCD5,2024-06-11,,em_transito,38,2024-05-25 00:00:00
414,NF-000414,1,1069,70.283.857/8652-78,da Luz S.A.,2022-02-25,43969.3,1405.42,50842145100973,Total Express,NB4ZRJU6HH1BS,2022-03-07,,aguardando_coleta,231,2022-02-25 00:00:00
415,NF-000415,1,467,70.283.857/8652-78,da Luz S.A.,2023-01-17,35394.3,2781.67,07901319850452,Braspress,BIVHFGCA322PC,2023-02-05,,aguardando_coleta,329,2023-01-18 00:00:00
416,NF-000416,2,28,62.120.216/9797-29,Pastor Centro Educacional,2022-10-01,10064.77,2541.4,55481244322208,Correios,MALVL1XQH7DOU,2022-10-07,,extraviado,39,2022-10-01 00:00:00
417,NF-000417,3,657,86.874.034/5054-15,da Cunha,2025-01-04,13289.64,3197.68,77546296934721,Jadlog,E7OIRTSA4TFBD,2025-01-12,2025-01-22,entregue,286,2025-01-05 00:00:00
418,NF-000418,2,167,50142940196556,Andrade Dias - ME,2024-10-29,3620.52,2657.11,07901319850452,Braspress,0XZCOXYO40J7H,2024-11-15,,em_transito,192,2024-10-30 00:00:00
419,NF-000419,2,509,80.940.244/5502-29,Sampaio Escola,2023-11-01,44665.22,4329.53,52000633388700,Sequoia Log,5CVB9QQ1S5CEA,2023-11-16,2023-11-16,entregue,288,2023-11-02 00:00:00
420,NF-000420,2,249,10.762.268/3885-16,Montenegro,2022-10-05,38970.41,2647.49,52000633388700,Sequoia Log,4Y5MTM699U801,2022-10-25,,devolvido,226,2022-10-05 00:00:00
421,NF-000421,2,510,05.766.270/2895-17,Santos Colégio,2023-09-18,35749.82,1111.55,55481244322208,Correios,014HF4TS2D3P6,2023-10-04,,em_transito,53,2023-09-18 00:00:00
422,NF-000422,1,409,75.588.675/3396-36,Pastor Câmara S/A,2023-06-21,8279.75,4151.53,07901319850452,Braspress,325E0DNNF59JW,2023-06-28,,extraviado,162,2023-06-21 00:00:00
423,NF-000423,1,817,93.246.095/3962-18,Caldeira e Filhos,2024-06-19,49504.0,2586.39,07901319850452,Braspress,IKSOFOWPXDR6B,2024-07-03,,aguardando_coleta,435,2024-06-19 00:00:00
424,NF-000424,2,267,27279568783391,Rios Colégio,2024-07-12,47679.33,301.92,77546296934721,Jadlog,VPNCFG7P4C3PA,2024-07-19,,extraviado,117,2024-07-13 00:00:00
425,NF-000425,1,620,53.074.505/4447-13,Melo Centro Educacional,2024-07-15,18969.66,1028.09,50842145100973,Total Express,R4NLEZU6WVUS3,2024-07-20,2024-07-29,entregue,446,2024-07-15 00:00:00
426,NF-000426,1,624,18644925192546,Sá Escola,2025-05-05,14168.84,2871.42,77546296934721,Jadlog,L46OBIZ45UTK2,2025-05-25,,em_transito,15,2025-05-05 00:00:00
427,NF-000427,3,535,61.201.836/6752-54,Cassiano Escola,2022-02-27,33137.68,2274.39,52000633388700,Sequoia Log,8GKM6DKOM91O9,2022-03-07,,devolvido,39,2022-02-27 00:00:00
428,NF-000428,2,1012,65.185.067/1657-26,Rodrigues - EI,2024-08-13,40593.11,777.36,77546296934721,Jadlog,WI6R6L1FMKWJX,2024-08-30,,extraviado,459,2024-08-13 00:00:00
429,NF-000429,3,94,65185067165726,Rodrigues - EI,2024-10-06,15169.14,1795.65,77546296934721,Jadlog,998SRZ3DFUWKG,2024-10-22,2024-09-27,entregue,392,2024-10-07 00:00:00
430,NF-000430,1,1001,30.307.053/4578-61,da Centro Educacional,2025-07-05,7806.66,3079.39,52000633388700,Sequoia Log,UGMPDH3QCCSZZ,2025-07-13,,devolvido,217,2025-07-06 00:00:00
431,NF-000431,3,580,23.747.407/4821-75,da Centro Educacional,2025-04-04,9621.15,2449.3,07901319850452,Braspress,LTUD6DLGJVMRU,2025-04-13,,extraviado,90,2025-04-05 00:00:00
432,NF-000432,3,1129,36.226.609/3796-60,Nogueira Centro Educacional,2025-07-03,21082.88,1472.08,50842145100973,Total Express,20PT5INUKJIU8,2025-07-18,,extraviado,94,2025-07-03 00:00:00
433,NF-000433,1,495,24.754.691/3736-78,Lima,2025-11-16,38942.01,258.29,77546296934721,Jadlog,AACOU0OZ2GD22,2025-12-04,,extraviado,45,2025-11-16 00:00:00
434,NF-000434,1,776,61.115.542/6221-89,Cunha Instituto,2023-09-10,23949.29,2166.82,77546296934721,Jadlog,IREAIG7KZZP40,2023-09-25,,devolvido,98,2023-09-11 00:00:00
435,NF-000435,1,605,99229959001094,Pinto Centro Educacional,2023-08-14,7990.08,3854.56,55481244322208,Correios,H9TVYFE7P04CP,2023-08-24,,extraviado,71,2023-08-14 00:00:00
436,NF-000436,1,1116,60.083.505/8300-33,Melo Instituto,2023-03-11,32387.28,4451.61,50842145100973,Total Express,E6ASA9W0KQQOE,2023-03-30,,aguardando_coleta,6,2023-03-12 00:00:00
437,NF-000437,1,561,69.847.896/1183-67,Jesus Colégio,2022-05-06,36347.88,2952.74,77546296934721,Jadlog,IC2HCMLCOJ7PG,2022-05-17,,aguardando_coleta,85,2022-05-07 00:00:00
438,NF-000438,3,916,93.246.095/3962-18,Caldeira e Filhos,2022-10-22,37270.46,2193.06,55481244322208,Correios,VW6KH7CRX0OWC,2022-11-06,,devolvido,1,2022-10-22 00:00:00
439,NF-000439,1,46,11.382.675/8692-61,Caldeira Instituto,2024-09-20,28043.73,3570.71,52000633388700,Sequoia Log,YJR76M37Y08JY,2024-10-01,2024-10-16,entregue,221,2024-09-21 00:00:00
440,NF-000440,1,693,73.799.650/7527-35,Camargo,2024-12-30,1033.45,2316.11,55481244322208,Correios,X7CPYLJZDVRIK,2025-01-10,,devolvido,40,2024-12-31 00:00:00
441,NF-000441,3,1145,29.668.516/1227-53,Pinto Colégio,2025-12-04,33818.82,3880.96,52000633388700,Sequoia Log,5G8IFGKRLWZP5,2025-12-23,,devolvido,68,2025-12-05 00:00:00
442,NF-000442,2,930,54.353.462/4751-07,Brito Escola,2025-01-10,1961.7,1702.73,07901319850452,Braspress,VHCNVWGZL3H9P,2025-01-29,,extraviado,121,2025-01-11 00:00:00
443,NF-000443,3,832,65223955905992,Lopes Cavalcanti e Filhos,2024-07-07,46317.75,220.36,07901319850452,Braspress,6KQ35RL321IEL,2024-07-23,,em_transito,0,2024-07-07 00:00:00
444,NF-000444,1,1126,69.725.217/5250-07,Porto Sá - ME,2025-08-21,49812.77,4259.23,77546296934721,Jadlog,94DW3E7MTDUSL,2025-09-09,,devolvido,29,2025-08-22 00:00:00
445,NF-000445,1,651,01.938.026/2067-24,da Cunha Aparecida e Filhos,2025-05-09,5248.58,4767.13,77546296934721,Jadlog,84VUOEX80Z2XY,2025-05-14,,extraviado,248,2025-05-10 00:00:00
446,NF-000446,1,625,29.667.066/2532-44,Azevedo,2025-03-14,35831.63,2638.73,07901319850452,Braspress,OEHO032LB93AP,2025-03-21,,extraviado,100,2025-03-15 00:00:00
447,NF-000447,3,1055,74.529.912/4190-49,Novaes Instituto,2023-11-22,45592.14,689.63,52000633388700,Sequoia Log,ZK84BSCGUVRP9,2023-12-01,,em_transito,201,2023-11-23 00:00:00
448,NF-000448,1,430,39.301.031/0518-34,Ferreira,2023-11-16,31180.31,4851.22,07901319850452,Braspress,83I2QUNGMV3P8,2023-12-03,2023-12-15,entregue,53,2023-11-16 00:00:00
449,NF-000449,1,706,82.300.478/6863-37,Pimenta Centro Educacional,2025-08-19,25437.56,4250.75,50842145100973,Total Express,ALT1G4COPJCXR,2025-08-24,,em_transito,135,2025-08-19 00:00:00
450,NF-000450,1,1099,53.074.505/4447-13,Melo Centro Educacional,2025-12-31,13951.94,4953.06,52000633388700,Sequoia Log,PBWMPQMH5U8C2,2026-01-12,2204-12-31,entregue,94,2025-12-31 00:00:00
451,NF-000451,1,931,72.624.731/7810-80,Garcia Escola,2022-10-25,10839.94,621.8,52000633388700,Sequoia Log,XOD0BVA707SLR,2022-10-31,2022-11-15,entregue,191,2022-10-25 00:00:00
452,NF-000452,1,845,03.926.142/9396-85,Novais S.A.,2025-07-31,39866.43,2646.61,52000633388700,Sequoia Log,NM20J000MKX5R,2025-08-11,,aguardando_coleta,55,2025-08-01 00:00:00
453,NF-000453,3,446,89.944.171/5454-44,da Mota,2023-06-12,3215.3,3004.12,07901319850452,Braspress,7HPE78WLFB61D,2023-06-23,,extraviado,201,2023-06-13 00:00:00
454,NF-000454,1,454,73.832.060/3850-50,Vasconcelos Colégio,2025-10-23,48662.58,4758.99,52000633388700,Sequoia Log,VWBIUG5V3VF1Y,2025-10-28,,extraviado,290,2025-10-23 00:00:00
455,NF-000455,2,183,30564139537672,Novais S.A.,2022-04-19,16321.91,4715.62,07901319850452,Braspress,KROQ06ID4AYJU,2022-05-07,,extraviado,233,2022-04-20 00:00:00
456,NF-000456,1,507,17.121.003/2365-19,Ferreira Escola,2025-12-30,26910.75,3085.13,77546296934721,Jadlog,JTJQE8234DHHZ,2026-01-15,2026-01-21,entregue,191,2025-12-30 00:00:00
457,NF-000457,3,43,03.579.727/9855-24,da Centro Educacional,2024-10-05,1858.48,4129.3,77546296934721,Jadlog,V541057N4IQAQ,2024-10-15,2024-10-15,entregue,248,2024-10-06 00:00:00
458,NF-000458,2,1186,06.537.947/3834-73,Azevedo Escola,2025-05-28,45454.56,2916.53,55481244322208,Correios,00NECDHTGYP2O,2025-06-03,,em_transito,6,2025-05-28 00:00:00
459,NF-000459,2,171,11.382.675/8692-61,Caldeira Instituto,2025-06-01,18312.6,2703.66,55481244322208,Correios,MSQW7U6FE7JCE,2025-06-11,,em_transito,92,2025-06-02 00:00:00
460,NF-000460,1,80,10.033.092/3271-93,Moura,2025-12-08,33276.35,2067.92,77546296934721,Jadlog,2AQ37FD8FP1LA,2025-12-15,,aguardando_coleta,194,2025-12-08 00:00:00
461,NF-000461,3,599,51.256.746/8071-54,Cunha,2023-05-08,38026.85,3869.08,55481244322208,Correios,L0AYWHY35STL2,2023-05-17,,devolvido,117,2023-05-09 00:00:00
462,NF-000462,1,573,00.479.748/0162-45,Câmara,2024-05-11,14016.52,2431.06,55481244322208,Correios,UG6988TWLB85I,2024-05-28,,aguardando_coleta,37,2024-05-12 00:00:00
463,NF-000463,2,457,05.153.195/2058-52,Silva Fernandes S.A.,2024-03-28,22743.78,4229.97,50842145100973,Total Express,RTFWDCXJ8BTIF,2024-04-04,,aguardando_coleta,61,2024-03-28 00:00:00
464,NF-000464,1,697,29.318.393/3529-04,Cirino,2024-10-28,14098.13,2195.78,52000633388700,Sequoia Log,4W4LZKET6S9A0,2024-11-02,,extraviado,30,2024-10-29 00:00:00
465,NF-000465,1,1043,43.959.953/4283-64,Lopes Viana - EI,2022-08-30,34745.71,3692.04,07901319850452,Braspress,VF30E3HVW2LWH,2022-09-19,,em_transito,42,2022-08-31 00:00:00
466,NF-000466,1,96,01994883755037,Castro S/A,2024-02-20,29126.4,3344.21,52000633388700,Sequoia Log,94N0X69GS85NR,2024-02-29,,devolvido,415,2024-02-20 00:00:00
467,NF-000467,2,1092,93246095396218,Caldeira e Filhos,2022-07-01,2656.66,3820.66,77546296934721,Jadlog,7KQK34YJG3B55,2022-07-10,,extraviado,147,2022-07-02 00:00:00
468,NF-000468,2,67,74741124903521,Caldeira Centro Educacional,2023-07-12,20101.41,2592.0,55481244322208,Correios,HMHJ7UTNIBZES,2023-07-27,,devolvido,27,2023-07-12 00:00:00
469,NF-000469,1,762,51.256.746/8071-54,Cunha,2024-06-21,18459.86,874.59,52000633388700,Sequoia Log,T848ADSDQXM4C,2024-06-29,,extraviado,182,2024-06-22 00:00:00
470,NF-000470,2,131,66.099.353/8758-42,da Escola,2023-01-07,41233.0,4433.21,07901319850452,Braspress,8XPNVBJS1KTZH,2023-01-22,,extraviado,11,2023-01-08 00:00:00
471,NF-000471,3,1147,58.657.809/1343-16,Farias Escola,2025-05-13,27065.67,2497.38,55481244322208,Correios,7S8889R5V5WP7,2025-05-28,,aguardando_coleta,260,2025-05-13 00:00:00
472,NF-000472,1,733,53.556.093/2048-99,Casa Colégio,2024-05-14,6201.21,4334.18,77546296934721,Jadlog,646ZQZH53A8PE,2024-05-21,,aguardando_coleta,58,2024-05-15 00:00:00
473,NF-000473,3,275,93246095396218,Caldeira e Filhos,2025-03-24,25850.29,2307.39,50842145100973,Total Express,SDTCRH178DLJ1,2025-03-31,,aguardando_coleta,102,2025-03-24 00:00:00
474,NF-000474,2,328,28.498.776/9453-14,Vargas Escola,2024-12-24,41690.3,647.64,52000633388700,Sequoia Log,FHU9U8YSP7CV3,2025-01-12,,devolvido,240,2024-12-25 00:00:00
475,NF-000475,3,643,23.747.407/4821-75,da Centro Educacional,2024-06-12,8390.07,1789.62,55481244322208,Correios,NKSANZDTPKX29,2024-06-25,,devolvido,243,2024-06-12 00:00:00
476,NF-000476,2,761,80.737.416/7243-42,da Centro Educacional,2023-12-10,42773.86,4959.18,07901319850452,Braspress,UXDB3P3C5X8B6,2023-12-27,,devolvido,8,2023-12-11 00:00:00
477,NF-000477,1,995,31027868144739,Novais Escola,2022-04-05,1421.44,1005.27,07901319850452,Braspress,NZ2FT1MZXIO3H,2022-04-23,,em_transito,68,2022-04-05 00:00:00
478,NF-000478,1,373,99.229.959/0010-94,Pinto Centro Educacional,2023-12-15,19156.34,3163.55,07901319850452,Braspress,YVCWWSSFTQIW0,2023-12-26,,extraviado,270,2023-12-15 00:00:00
479,NF-000479,3,89,52.431.069/0331-19,Novaes Escola,2022-09-21,48418.89,4207.67,07901319850452,Braspress,YO0KDZJUZHIDS,2022-09-30,,aguardando_coleta,367,2022-09-21 00:00:00
480,NF-000480,3,283,22.842.102/0539-50,Martins,2023-03-06,38260.47,3945.7,50842145100973,Total Express,CVVI5AN4ABAOK,2023-03-17,,em_transito,243,2023-03-07 00:00:00
481,NF-000481,2,767,06.797.403/4471-34,Araújo Escola,2023-02-03,40993.84,1276.15,52000633388700,Sequoia Log,MVTM9OJK9U1TK,2023-02-08,,extraviado,0,2023-02-04 00:00:00
482,NF-000482,2,720,34670656272980,Cassiano e Filhos,2025-05-01,42933.63,2237.77,55481244322208,Correios,39C00DOL4J0WK,2025-05-18,,extraviado,200,2025-05-01 00:00:00
483,NF-000483,1,176,17.121.003/2365-19,Ferreira Escola,2024-02-26,7878.59,4669.06,52000633388700,Sequoia Log,APMWMFEKSENEB,2024-03-13,,devolvido,311,2024-02-27 00:00:00
484,NF-000484,3,133,86.101.581/9956-04,Novaes,2023-09-01,43104.44,92.8,52000633388700,Sequoia Log,PDD8MGHV8F3Q1,2023-09-21,,extraviado,319,2023-09-01 00:00:00
485,NF-000485,1,707,64235369378547,Melo Pimenta S/A,2024-09-27,14246.71,1935.32,55481244322208,Correios,AN504ZV9UCBE8,2024-10-16,,extraviado,329,2024-09-27 00:00:00
486,NF-000486,1,987,69.993.867/7496-49,Almeida Colégio,2023-06-17,19544.97,4334.29,52000633388700,Sequoia Log,2V80NH1GE9C2P,2023-06-23,,em_transito,240,2023-06-18 00:00:00
487,NF-000487,1,770,58.657.809/1343-16,Farias Escola,2023-02-10,33733.66,4791.79,55481244322208,Correios,S45RZ83VRIEOV,2023-02-23,2023-01-26,entregue,278,2023-02-11 00:00:00
488,NF-000488,2,1176,37.770.143/6349-57,Marques Escola,2025-03-08,13466.59,1738.61,50842145100973,Total Express,FB4QA7LVA4SGK,2025-03-18,2025-03-27,entregue,158,2025-03-09 00:00:00
489,NF-000489,2,135,98.169.340/6088-35,Azevedo,2022-12-18,26708.88,2456.92,55481244322208,Correios,J4BWCHT8KWQS3,2022-12-30,,em_transito,279,2022-12-19 00:00:00
490,NF-000490,3,778,72099934768701,Albuquerque,2025-10-09,6383.16,436.7,07901319850452,Braspress,12SQY71G4PFKN,2025-10-27,2025-10-20,entregue,96,2025-10-09 00:00:00
491,NF-000491,1,1117,36.193.990/9169-98,Vargas Instituto,2025-06-29,46975.55,1794.9,07901319850452,Braspress,7FLR4J6FSCXY9,2025-07-08,2025-07-27,entregue,172,2025-06-29 00:00:00
492,NF-000492,3,1165,47.743.490/2115-86,da Costa e Filhos,2025-08-28,3888.35,2715.07,50842145100973,Total Express,D6RR2RS6MHCH8,2025-09-11,,em_transito,215,2025-08-28 00:00:00
493,NF-000493,1,882,69.901.627/2046-53,Vieira Colégio,2022-10-17,18667.65,193.53,77546296934721,Jadlog,BXNPCQ71SKL5M,2022-10-29,,aguardando_coleta,128,2022-10-17 00:00:00
494,NF-000494,3,362,42199330833016,Lopes,2024-03-15,31574.94,572.56,52000633388700,Sequoia Log,ULPAESFA7BPO0,2024-03-21,2024-04-11,entregue,218,2024-03-16 00:00:00
495,NF-000495,1,1089,21.851.569/1545-22,Siqueira Instituto,2024-10-14,6787.41,1504.33,55481244322208,Correios,XP3M6M7W6L1GA,2024-10-25,,devolvido,255,2024-10-14 00:00:00
496,NF-000496,2,858,95.134.332/0037-91,Carvalho Colégio,2022-04-12,27514.4,3002.28,77546296934721,Jadlog,QR8MA2TH7EF5X,2022-04-27,,extraviado,317,2022-04-13 00:00:00
497,NF-000497,1,839,87.676.772/1903-40,Fogaça Escola,2024-09-13,3443.76,2408.35,52000633388700,Sequoia Log,JAN18IHM6K703,2024-09-25,,devolvido,158,2024-09-14 00:00:00
498,NF-000498,3,119,77.221.704/3030-54,Montenegro,2025-11-15,20853.9,1261.9,50842145100973,Total Express,CREIZFRQIRFIE,2025-11-30,,aguardando_coleta,16,2025-11-15 00:00:00
499,NF-000499,2,364,52431069033119,Novaes Escola,2023-09-15,47934.85,3121.49,77546296934721,Jadlog,9VPWVIAG4ZV0U,2023-10-05,,em_transito,48,2023-09-16 00:00:00
500,NF-000500,1,203,35680442067883,Vieira - EI,2022-10-16,6425.01,207.79,50842145100973,Total Express,731FDQDNCVO1K,2022-11-01,,devolvido,167,2022-10-16 00:00:00
501,NF-000501,2,111,66319314919058,Rodrigues e Filhos,2023-08-27,36263.38,1474.98,77546296934721,Jadlog,N6TNUKEINL1MB,2023-09-16,,extraviado,113,2023-08-28 00:00:00
502,NF-000502,1,692,60898992172233,Sales Instituto,2023-05-10,29249.37,3043.36,77546296934721,Jadlog,P5RFYM8M4ODO9,2023-05-23,,devolvido,35,2023-05-10 00:00:00
503,NF-000503,2,469,93784270103930,Pimenta,2022-11-16,37944.44,3283.67,55481244322208,Correios,SRQO17KYQNLOC,2022-11-23,,devolvido,2,2022-11-17 00:00:00
504,NF-000504,1,1106,44310698720506,Peixoto Instituto,2024-04-14,37786.89,4213.7,77546296934721,Jadlog,4WSMBH7LON01O,2024-04-29,2024-05-14,entregue,464,2024-04-15 00:00:00
505,NF-000505,1,496,99.799.552/7177-44,Leão Escola,2023-04-19,13704.54,3146.0,07901319850452,Braspress,6PYE20BR3M135,2023-05-03,2023-05-13,entregue,201,2023-04-20 00:00:00
506,NF-000506,1,1025,82.449.353/4874-01,Fogaça Colégio,2022-04-11,26261.54,3511.53,55481244322208,Correios,6ZJ0CJYYGDGNC,2022-04-16,,devolvido,100,2022-04-12 00:00:00
507,NF-000507,3,685,89.944.171/5454-44,da Mota,2025-02-14,30046.84,3458.71,50842145100973,Total Express,NAU9HEIHEG1QS,2025-03-02,2025-02-13,entregue,104,2025-02-14 00:00:00
508,NF-000508,1,366,61201836675254,Cassiano Escola,2023-06-13,22164.93,2447.47,77546296934721,Jadlog,OPRRGNHA64Q7K,2023-06-29,,extraviado,189,2023-06-14 00:00:00
509,NF-000509,3,584,78390847007661,Aragão Escola,2023-04-14,3616.52,1754.26,55481244322208,Correios,4T23JSU8CEOAZ,2023-05-01,,em_transito,23,2023-04-15 00:00:00
510,NF-000510,1,673,43842797881914,Leão,2022-09-28,2576.53,4007.09,50842145100973,Total Express,2MC589Z8M35QG,2022-10-11,,devolvido,84,2022-09-29 00:00:00
511,NF-000511,2,1150,70348247710932,Macedo,2025-09-27,25756.72,3641.56,77546296934721,Jadlog,2W22E5MZ3UIKN,2025-10-17,,em_transito,151,2025-09-28 00:00:00
512,NF-000512,1,526,24754691373678,Lima,2024-06-17,40922.95,1127.24,77546296934721,Jadlog,3V452JDK5OHUJ,2024-07-03,,devolvido,85,2024-06-17 00:00:00
513,NF-000513,1,964,54216894210447,Macedo Escola,2024-05-22,6029.01,3600.43,55481244322208,Correios,CMGWIF20OPN9H,2024-06-03,,extraviado,52,2024-05-23 00:00:00
514,NF-000514,2,424,57120826773454,Gomes Colégio,2025-09-02,27105.33,2663.73,55481244322208,Correios,F25I887VB5UG4,2025-09-10,,devolvido,23,2025-09-02 00:00:00
515,NF-000515,1,317,30564139537672,Novais S.A.,2022-02-15,15883.28,3627.79,07901319850452,Braspress,2PJFKJ3VALSIN,2022-03-04,,extraviado,85,2022-02-15 00:00:00
516,NF-000516,1,78,70.283.857/8652-78,da Luz S.A.,2025-02-18,12066.76,3703.47,77546296934721,Jadlog,CEEBGGO850XW6,2025-03-10,,extraviado,59,2025-02-18 00:00:00
517,NF-000517,2,451,03397401489025,Sampaio Centro Educacional,2022-12-10,17708.27,901.02,77546296934721,Jadlog,B6ERCQBLRET0G,2022-12-19,2023-01-03,entregue,248,2022-12-10 00:00:00
518,NF-000518,1,353,88.568.557/4443-13,Montenegro Instituto,2025-09-26,31505.37,1556.75,07901319850452,Braspress,IUUV3EL72B269,2025-10-09,2025-10-04,entregue,266,2025-09-27 00:00:00
519,NF-000519,1,1093,24.754.691/3736-78,Lima,2024-10-19,16956.38,977.35,52000633388700,Sequoia Log,9FDGP8D9PSQE3,2024-11-07,,devolvido,173,2024-10-20 00:00:00
520,NF-000520,1,294,25.871.397/1870-72,Sampaio Colégio,2026-01-07,24447.53,2573.32,77546296934721,Jadlog,UQJHS1A77FUZ9,2026-01-20,,aguardando_coleta,287,2026-01-08 00:00:00
521,NF-000521,3,442,23.166.587/6036-69,Carvalho Moraes - ME,2025-03-07,34747.59,3308.05,52000633388700,Sequoia Log,JCQNRVOWRT3IM,2025-03-25,2025-03-14,entregue,186,2025-03-08 00:00:00
522,NF-000522,2,943,78.390.847/0076-61,Aragão Escola,2024-06-09,14185.06,342.52,55481244322208,Correios,2YLKVDZTY2XYL,2024-06-23,,em_transito,264,2024-06-10 00:00:00
523,NF-000523,1,551,11.526.218/1599-70,Mendonça Cunha Ltda.,2022-10-27,7621.01,4849.5,50842145100973,Total Express,R01JQUWJFYPY2,2022-11-09,2022-11-10,entregue,94,2022-10-27 00:00:00
524,NF-000524,1,815,99229959001094,Pinto Centro Educacional,2024-03-10,45608.48,1285.39,52000633388700,Sequoia Log,XLSHTHFUGDWT1,2024-03-23,,em_transito,6,2024-03-11 00:00:00
525,NF-000525,2,472,01.742.684/1459-33,Silveira Colégio,2023-07-31,30172.01,4099.72,07901319850452,Braspress,1CBXWOWH83TNN,2023-08-18,,extraviado,87,2023-07-31 00:00:00
526,NF-000526,1,329,43.292.712/9666-67,Albuquerque - EI,2024-04-09,43792.46,144.79,50842145100973,Total Express,D22Y3VBRLM7YF,2024-04-25,2024-05-01,entregue,348,2024-04-10 00:00:00
527,NF-000527,1,843,51713395962923,Mendonça,2025-10-10,24071.68,4265.86,77546296934721,Jadlog,762BYKWHPU3V3,2025-10-30,,extraviado,35,2025-10-11 00:00:00
528,NF-000528,1,912,00479748016245,Câmara,2024-08-25,5782.39,865.52,55481244322208,Correios,ZPTNYI0ATIHK7,2024-09-08,,em_transito,72,2024-08-25 00:00:00
529,NF-000529,1,1048,65.060.983/5841-68,Marques Instituto,2023-05-16,49819.99,3981.49,55481244322208,Correios,V3WDK686NVUWA,2023-05-24,,extraviado,53,2023-05-17 00:00:00
530,NF-000530,3,736,46.554.947/1709-99,da Mota Aparecida S/A,2023-06-26,6772.54,1115.35,07901319850452,Braspress,0D3WHR62KNHMF,2023-07-09,,em_transito,366,2023-06-27 00:00:00
531,NF-000531,1,863,64005242786801,Rios Centro Educacional,2023-06-23,25185.87,3566.25,77546296934721,Jadlog,YSV2FNL3VPM9N,2023-06-30,,aguardando_coleta,420,2023-06-23 00:00:00
532,NF-000532,1,144,99.867.980/7935-97,Rios Instituto,2025-07-23,32852.6,847.98,77546296934721,Jadlog,N5LKSHRLHMAS4,2025-08-06,2025-08-19,entregue,208,2025-07-23 00:00:00
533,NF-000533,2,103,69847896118367,Jesus Colégio,2025-06-06,23231.13,1113.28,55481244322208,Correios,8W0WLQYL2J7Q9,2025-06-22,2025-06-15,entregue,346,2025-06-06 00:00:00
534,NF-000534,1,1187,72.181.143/7447-01,Campos Centro Educacional,2024-03-12,17264.41,3483.9,55481244322208,Correios,XSNNXXV8LKFHM,2024-03-28,2024-03-20,entregue,61,2024-03-12 00:00:00
535,NF-000535,2,587,15.410.067/6267-65,Fernandes Escola,2025-05-31,46917.56,2531.84,55481244322208,Correios,5S08SPR0IT9BW,2025-06-10,,extraviado,137,2025-05-31 00:00:00
536,NF-000536,1,803,61.201.836/6752-54,Cassiano Escola,2025-05-29,22758.73,1957.71,07901319850452,Braspress,QGTNRTML50DUK,2025-06-13,,em_transito,235,2025-05-30 00:00:00
537,NF-000537,3,59,99371240659657,Sá,2023-09-18,41899.92,2079.26,55481244322208,Correios,LN5TPI0IK34NJ,2023-10-08,,extraviado,176,2023-09-19 00:00:00
538,NF-000538,1,985,81.260.422/3253-67,Silveira,2023-08-30,10707.12,3490.53,07901319850452,Braspress,OBRYV6AD6M4SN,2023-09-04,,em_transito,167,2023-08-31 00:00:00
539,NF-000539,1,327,19.431.142/6265-51,Sá,2025-04-05,36103.65,173.23,77546296934721,Jadlog,LO45ERNKDN58V,2025-04-23,,aguardando_coleta,356,2025-04-06 00:00:00
540,NF-000540,1,431,78593213348039,Santos,2023-09-22,28994.9,1711.45,50842145100973,Total Express,WXD46JR7O9CRA,2023-10-05,,em_transito,7,2023-09-22 00:00:00
