id,subject,description,status,priority,type,requester_id,submitter_id,assignee_id,organization_id,tags,custom_field_order_ref,custom_field_cnpj,satisfaction_score,satisfaction_comment,created_at,updated_at,solved_at,due_at
1200,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,solved,low,problem,15,15,462,248,entrega falta_material,,,good,,2023-11-15 00:00:00,2023-12-04 00:00:00,2023-11-15 00:00:00,2023-11-19 00:00:00
1201,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,solved,low,problem,81,81,446,173,contrato devolução,,,,,2025-10-01 00:00:00,2025-10-28 00:00:00,2025-10-07 00:00:00,2025-10-03 00:00:00
1202,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,new,normal,task,170,170,438,90,senha entrega urgente falta_material,300,96.433.552/9462-63,,,2025-08-29 00:00:00,2025-09-22 00:00:00,,2025-08-30 00:00:00
1203,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,pending,urgent,incident,238,238,473,307,boleto nota_fiscal plataforma erro_sistema,,,,,2022-02-16 00:00:00,2022-03-11 00:00:00,,2022-02-22 00:00:00
1204,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,pending,normal,problem,205,205,390,93,material_danificado urgente boleto,,4699487327,,,2025-03-11 00:00:00,2025-03-31 00:00:00,,2025-03-15 00:00:00
1205,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,pending,high,problem,231,231,423,5,boleto contrato erro_sistema,,11.914.651/1263-39,,,2024-09-13 00:00:00,2024-10-10 00:00:00,,2024-09-20 00:00:00
1206,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,pending,high,question,83,83,478,134,suporte_técnico,,,,,2023-06-22 00:00:00,2023-07-10 00:00:00,,2023-06-27 00:00:00
1207,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,new,normal,question,49,49,478,63,urgente atraso pagamento,,,,,2025-01-22 00:00:00,2025-01-21 00:00:00,,2025-01-25 00:00:00
1208,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,closed,urgent,incident,189,189,386,251,troca devolução,106,,good,,2022-10-22 00:00:00,2022-11-20 00:00:00,2022-10-24 00:00:00,2022-10-24 00:00:00
1209,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,closed,low,problem,297,297,386,160,devolução urgente,651,29.993.665/2049-92,,,2024-10-26 00:00:00,2024-11-17 00:00:00,2024-11-01 00:00:00,2024-10-31 00:00:00
1210,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,new,high,question,21,21,434,87,cancelamento login nota_fiscal,617,,,,2022-03-22 00:00:00,2022-03-26 00:00:00,,2022-03-27 00:00:00
1211,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,new,urgent,task,346,346,443,,cancelamento contrato troca,601,,,,2022-10-17 00:00:00,2022-10-25 00:00:00,,2022-10-17 00:00:00
1212,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,new,high,question,368,368,450,88,login urgente,,49.143.735/8486-84,,,2023-07-19 00:00:00,2023-08-11 00:00:00,,2023-07-24 00:00:00
1213,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,pending,urgent,task,8,8,407,222,urgente suporte_técnico financeiro,,,,,2022-12-19 00:00:00,2022-12-30 00:00:00,,2022-12-25 00:00:00
1214,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,new,urgent,incident,157,157,398,79,financeiro,,31.730.714/2902-89,,,2025-08-15 00:00:00,2025-08-19 00:00:00,,2025-08-21 00:00:00
1215,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,closed,urgent,problem,228,228,411,241,plataforma acesso devolução pagamento,1157,20.484.763/3578-30,good,,2023-03-08 00:00:00,2023-03-20 00:00:00,2023-03-16 00:00:00,2023-03-16 00:00:00
1216,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,open,low,incident,46,46,416,144,pagamento cancelamento,,6315842481,,,2022-02-09 00:00:00,2022-02-26 00:00:00,,2022-02-10 00:00:00
1217,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,new,high,problem,274,274,432,156,devolução nota_fiscal falta_material digital,,,,,2022-06-16 00:00:00,2022-06-19 00:00:00,,2022-06-22 00:00:00
1218,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,pending,normal,question,171,171,443,83,pagamento,,,,,2023-02-26 00:00:00,2023-03-11 00:00:00,,2023-02-27 00:00:00
1219,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,solved,urgent,incident,274,274,451,156,devolução contrato pagamento boleto,367,96.274.925/3896-74,,,2023-11-26 00:00:00,2023-12-10 00:00:00,2023-12-12 00:00:00,2023-11-28 00:00:00
1220,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,closed,low,problem,262,262,453,196,erro_sistema nota_fiscal contrato urgente,,,,,2025-09-16 00:00:00,2025-10-04 00:00:00,2025-09-29 00:00:00,2025-09-19 00:00:00
1221,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,new,urgent,question,301,301,384,105,material_danificado troca,,,,,2023-08-28 00:00:00,2023-09-18 00:00:00,,2023-08-30 00:00:00
1222,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,solved,high,incident,265,265,474,307,troca atraso pagamento erro_sistema,,24.330.688/1805-27,good,,2024-12-12 00:00:00,2024-12-12 00:00:00,2024-12-14 00:00:00,2024-12-17 00:00:00
1223,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,new,high,incident,317,317,412,275,entrega contrato falta_material troca,,,,,2024-10-26 00:00:00,2024-10-25 00:00:00,,2024-10-29 00:00:00
1224,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,new,high,task,26,26,433,52,entrega material_danificado boleto,,,,,2024-12-02 00:00:00,2024-12-18 00:00:00,,2024-12-03 00:00:00
1225,Contrato - dúvida,Descrição do problema: contrato - dúvida. Escola solicita resolução.,solved,normal,question,163,163,472,93,devolução boleto,910,,,,2024-08-10 00:00:00,2024-09-06 00:00:00,2024-08-12 00:00:00,2024-08-16 00:00:00
1226,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,open,urgent,incident,380,380,389,211,financeiro,1167,,,,2025-10-02 00:00:00,2025-10-31 00:00:00,,2025-10-03 00:00:00
1227,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,closed,normal,question,202,202,447,234,cancelamento,,50.381.393/4054-58,,,2025-01-29 00:00:00,2025-01-31 00:00:00,2025-02-23 00:00:00,2025-02-01 00:00:00
1228,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,open,normal,incident,101,101,393,83,suporte_técnico acesso material_danificado,,4998057485,,,2025-08-04 00:00:00,2025-08-14 00:00:00,,2025-08-09 00:00:00
1229,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,open,urgent,task,320,320,464,37,senha acesso,555,,,,2024-09-29 00:00:00,2024-10-01 00:00:00,,2024-10-06 00:00:00
1230,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,solved,urgent,incident,29,29,430,301,nota_fiscal boleto entrega falta_material,,,,,2023-07-26 00:00:00,2023-08-08 00:00:00,2023-08-06 00:00:00,2023-07-27 00:00:00
1231,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,closed,high,task,81,81,476,173,contrato erro_sistema,,,good,,2022-04-19 00:00:00,2022-05-16 00:00:00,2022-05-10 00:00:00,2022-04-21 00:00:00
1232,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,solved,normal,incident,333,333,440,73,financeiro falta_material contrato,,,good,,2023-09-10 00:00:00,2023-10-08 00:00:00,2023-09-21 00:00:00,2023-09-13 00:00:00
1233,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,solved,high,task,310,310,474,284,senha,,79.226.803/6771-00,good,,2025-10-03 00:00:00,2025-10-31 00:00:00,2025-10-07 00:00:00,2025-10-08 00:00:00
1234,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,new,urgent,task,120,120,419,259,material_danificado boleto,1056,,,,2024-05-26 00:00:00,2024-06-07 00:00:00,,2024-05-26 00:00:00
1235,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,open,urgent,problem,233,233,402,134,material_danificado login urgente senha,121,21.178.673/2320-07,,,2025-12-21 00:00:00,2026-01-13 00:00:00,,2025-12-24 00:00:00
1236,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,solved,high,task,343,343,396,237,cancelamento,596,,good,,2025-10-01 00:00:00,2025-10-23 00:00:00,2025-10-01 00:00:00,2025-10-03 00:00:00
1237,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,pending,urgent,problem,336,336,445,299,login falta_material,1185,,,,2023-06-15 00:00:00,2023-06-21 00:00:00,,2023-06-17 00:00:00
1238,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,closed,urgent,incident,347,347,436,158,atraso cancelamento nota_fiscal entrega,538,,good,,2025-12-08 00:00:00,2025-12-28 00:00:00,2025-12-08 00:00:00,2025-12-15 00:00:00
1239,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,solved,normal,task,379,379,480,288,boleto digital contrato pagamento,888,,,,2024-07-19 00:00:00,2024-08-06 00:00:00,2024-07-22 00:00:00,2024-07-23 00:00:00
1240,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,solved,normal,problem,56,56,411,,atraso devolução cancelamento financeiro,1164,,,,2025-06-03 00:00:00,2025-06-15 00:00:00,2025-06-02 00:00:00,2025-06-03 00:00:00
1241,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,solved,normal,problem,175,175,479,284,devolução senha plataforma,,,,,2023-09-30 00:00:00,2023-10-20 00:00:00,2023-10-07 00:00:00,2023-10-04 00:00:00
1242,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,closed,low,incident,89,89,439,276,suporte_técnico login urgente falta_material,,,good,,2025-05-24 00:00:00,2025-06-23 00:00:00,2025-05-24 00:00:00,2025-05-27 00:00:00
1243,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,solved,low,task,135,135,391,236,erro_sistema entrega nota_fiscal,,,,,2023-11-29 00:00:00,2023-12-06 00:00:00,2023-12-05 00:00:00,2023-12-07 00:00:00
1244,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,new,low,incident,249,249,402,,urgente,,,,,2023-08-01 00:00:00,2023-08-15 00:00:00,,2023-08-03 00:00:00
1245,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,solved,low,question,176,176,416,267,suporte_técnico troca login pagamento,,,good,,2024-12-28 00:00:00,2025-01-13 00:00:00,2025-01-06 00:00:00,2024-12-29 00:00:00
1246,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,open,low,problem,144,144,420,293,plataforma nota_fiscal devolução,,,,,2024-07-18 00:00:00,2024-07-31 00:00:00,,2024-07-24 00:00:00
1247,Contrato - dúvida,Descrição do problema: contrato - dúvida. Escola solicita resolução.,closed,normal,question,118,118,467,151,boleto nota_fiscal pagamento,,48.526.298/2785-66,bad,Demorou muito,2022-02-24 00:00:00,2022-03-16 00:00:00,2022-03-08 00:00:00,2022-02-26 00:00:00
1248,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,pending,low,question,307,307,411,,troca urgente cancelamento,,,,,2024-09-04 00:00:00,2024-09-16 00:00:00,,2024-09-10 00:00:00
1249,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,closed,normal,task,154,154,417,176,entrega cancelamento financeiro login,179,,,,2025-12-13 00:00:00,2026-01-01 00:00:00,2025-12-13 00:00:00,2025-12-17 00:00:00
1250,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,closed,low,problem,37,37,442,56,pagamento plataforma,215,,,,2024-08-27 00:00:00,2024-09-19 00:00:00,2024-08-27 00:00:00,2024-08-31 00:00:00
1251,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,pending,low,problem,200,200,387,33,urgente,161,,,,2023-04-25 00:00:00,2023-05-07 00:00:00,,2023-04-26 00:00:00
1252,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,open,urgent,incident,55,55,455,301,cancelamento devolução erro_sistema,652,,,,2024-09-23 00:00:00,2024-10-16 00:00:00,,2024-09-26 00:00:00
1253,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,new,low,incident,255,255,389,4,nota_fiscal suporte_técnico,,,,,2025-04-12 00:00:00,2025-04-21 00:00:00,,2025-04-17 00:00:00
1254,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,pending,urgent,task,302,302,394,34,erro_sistema,1056,,,,2022-10-08 00:00:00,2022-10-29 00:00:00,,2022-10-09 00:00:00
1255,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,new,urgent,task,34,34,402,102,troca suporte_técnico,1197,,,,2024-11-26 00:00:00,2024-12-08 00:00:00,,2024-12-01 00:00:00
1256,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,solved,high,task,173,173,474,21,falta_material digital contrato,965,,good,,2023-03-23 00:00:00,2023-03-30 00:00:00,2023-04-12 00:00:00,2023-03-28 00:00:00
1257,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,open,normal,problem,117,117,463,,nota_fiscal cancelamento,,,,,2024-08-14 00:00:00,2024-09-08 00:00:00,,2024-08-18 00:00:00
1258,Contrato - dúvida,Descrição do problema: contrato - dúvida. Escola solicita resolução.,new,normal,incident,28,28,390,69,boleto financeiro digital,,,,,2022-05-14 00:00:00,2022-05-26 00:00:00,,2022-05-16 00:00:00
1259,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,solved,low,question,64,64,460,32,contrato devolução atraso,812,,bad,Atendimento ruim,2023-06-08 00:00:00,2023-07-01 00:00:00,2023-06-11 00:00:00,2023-06-12 00:00:00
1260,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,solved,low,question,118,118,433,151,material_danificado troca devolução,,65.838.299/3524-06,,,2025-09-18 00:00:00,2025-10-08 00:00:00,2025-09-22 00:00:00,2025-09-23 00:00:00
1261,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,solved,low,task,40,40,414,247,urgente boleto,938,49.874.989/4922-93,good,,2022-05-21 00:00:00,2022-06-11 00:00:00,2022-05-27 00:00:00,2022-05-23 00:00:00
1262,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,open,low,task,251,251,468,,cancelamento erro_sistema,1089,,,,2024-05-27 00:00:00,2024-06-08 00:00:00,,2024-05-28 00:00:00
1263,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,pending,low,incident,97,97,452,292,contrato entrega,,67.324.843/1693-37,,,2024-10-19 00:00:00,2024-11-09 00:00:00,,2024-10-23 00:00:00
1264,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,new,urgent,problem,249,249,431,,nota_fiscal troca boleto,324,,,,2023-06-12 00:00:00,2023-06-20 00:00:00,,2023-06-14 00:00:00
1265,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,open,normal,question,150,150,432,48,boleto,,,,,2024-09-17 00:00:00,2024-09-23 00:00:00,,2024-09-22 00:00:00
1266,Contrato - dúvida,Descrição do problema: contrato - dúvida. Escola solicita resolução.,solved,normal,question,253,253,463,88,suporte_técnico,,,good,,2024-06-28 00:00:00,2024-06-29 00:00:00,2024-06-27 00:00:00,2024-07-01 00:00:00
1267,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,solved,high,question,84,84,421,,financeiro erro_sistema nota_fiscal,,,,,2025-04-02 00:00:00,2025-04-15 00:00:00,2025-04-02 00:00:00,2025-04-08 00:00:00
1268,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,pending,urgent,question,291,291,396,147,acesso plataforma login digital,757,,,,2024-08-03 00:00:00,2024-09-01 00:00:00,,2024-08-10 00:00:00
1269,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,new,high,problem,86,86,436,186,login,,8269622522,,,2024-04-29 00:00:00,2024-05-15 00:00:00,,2024-05-06 00:00:00
1270,Contrato - dúvida,Descrição do problema: contrato - dúvida. Escola solicita resolução.,pending,high,task,289,289,416,161,troca,,,,,2022-07-13 00:00:00,2022-08-10 00:00:00,,2022-07-18 00:00:00
1271,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,pending,normal,problem,274,274,383,156,acesso erro_sistema troca suporte_técnico,1067,,,,2025-12-28 00:00:00,2026-01-17 00:00:00,,2026-01-04 00:00:00
1272,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,closed,normal,incident,102,102,419,254,financeiro senha troca erro_sistema,976,,good,,2023-05-04 00:00:00,2023-05-22 00:00:00,2023-05-04 00:00:00,2023-05-07 00:00:00
1273,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,solved,low,task,242,242,391,291,login troca cancelamento,,,,,2023-07-15 00:00:00,2023-07-31 00:00:00,2023-08-01 00:00:00,2023-07-23 00:00:00
1274,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,open,normal,incident,11,11,414,54,acesso cancelamento contrato,,,,,2023-01-30 00:00:00,2023-02-18 00:00:00,,2023-02-03 00:00:00
1275,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,open,high,incident,167,167,473,282,devolução login contrato atraso,,,,,2022-10-17 00:00:00,2022-11-01 00:00:00,,2022-10-20 00:00:00
1276,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,new,high,question,232,232,385,292,erro_sistema troca login,1768,,,,2025-04-05 00:00:00,2025-04-10 00:00:00,,2025-04-05 00:00:00
1277,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,open,normal,problem,226,226,401,165,digital,,69.709.594/6759-87,,,2022-09-15 00:00:00,2022-09-23 00:00:00,,2022-09-20 00:00:00
1278,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,pending,urgent,question,126,126,476,145,material_danificado,,,,,2023-06-29 00:00:00,2023-07-12 00:00:00,,2023-07-01 00:00:00
1279,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,solved,urgent,incident,165,165,381,145,plataforma,378,,good,,2024-02-23 00:00:00,2024-03-08 00:00:00,2024-03-05 00:00:00,2024-02-27 00:00:00
1280,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,pending,low,problem,50,50,406,255,acesso,,,,,2025-07-06 00:00:00,2025-07-11 00:00:00,,2025-07-07 00:00:00
1281,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,pending,urgent,problem,29,29,442,301,suporte_técnico falta_material,,,,,2024-11-28 00:00:00,2024-12-20 00:00:00,,2024-12-03 00:00:00
1282,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,closed,urgent,incident,101,101,397,83,pagamento login boleto acesso,,,bad,Atendimento ruim,2022-03-06 00:00:00,2022-03-10 00:00:00,2022-03-22 00:00:00,2022-03-13 00:00:00
1283,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,closed,urgent,task,302,302,432,34,urgente financeiro login,,6356115258,,,2022-04-17 00:00:00,2022-04-22 00:00:00,2022-04-22 00:00:00,2022-04-19 00:00:00
1284,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,new,urgent,task,299,299,390,10,entrega,,,,,2022-06-01 00:00:00,2022-06-06 00:00:00,,2022-06-08 00:00:00
1285,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,new,low,problem,10,10,401,112,suporte_técnico contrato,,,,,2023-10-18 00:00:00,2023-10-19 00:00:00,,2023-10-20 00:00:00
1286,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,solved,high,incident,340,340,381,243,falta_material,,,,,2024-09-02 00:00:00,2024-09-05 00:00:00,2024-09-01 00:00:00,2024-09-05 00:00:00
1287,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,new,normal,problem,354,354,443,59,pagamento acesso boleto nota_fiscal,201,,,,2025-04-05 00:00:00,2025-04-21 00:00:00,,2025-04-10 00:00:00
1288,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,solved,urgent,incident,216,216,469,1,contrato suporte_técnico,,34.493.619/2036-66,,,2022-12-25 00:00:00,2022-12-30 00:00:00,2023-01-08 00:00:00,2023-01-01 00:00:00
1289,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,closed,low,problem,189,189,422,251,senha login falta_material nota_fiscal,641,,,,2022-04-11 00:00:00,2022-04-12 00:00:00,2022-04-19 00:00:00,2022-04-14 00:00:00
1290,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,pending,normal,incident,327,327,398,14,material_danificado,,,,,2025-12-28 00:00:00,2026-01-27 00:00:00,,2025-12-31 00:00:00
1291,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,open,high,task,365,365,390,268,boleto material_danificado cancelamento,,,,,2024-12-09 00:00:00,2024-12-10 00:00:00,,2024-12-12 00:00:00
1292,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,open,high,problem,150,150,480,48,financeiro boleto senha,614,42.928.195/1772-18,,,2025-07-26 00:00:00,2025-08-04 00:00:00,,2025-07-31 00:00:00
1293,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,solved,high,incident,269,269,457,77,digital,,,,,2022-10-04 00:00:00,2022-10-24 00:00:00,2022-10-11 00:00:00,2022-10-08 00:00:00
1294,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,open,high,task,138,138,439,189,troca digital erro_sistema atraso,1075,83.358.846/3919-34,,,2025-09-17 00:00:00,2025-09-29 00:00:00,,2025-09-19 00:00:00
1295,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,new,high,question,241,241,469,155,boleto material_danificado,171,,,,2022-10-14 00:00:00,2022-10-15 00:00:00,,2022-10-16 00:00:00
1296,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,open,urgent,task,243,243,480,185,digital entrega,,,,,2025-08-12 00:00:00,2025-08-15 00:00:00,,2025-08-14 00:00:00
1297,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,open,urgent,question,151,151,407,158,falta_material entrega,923,,,,2023-04-21 00:00:00,2023-04-20 00:00:00,,2023-04-25 00:00:00
1298,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,solved,high,question,118,118,424,151,contrato acesso,,,,,2022-07-20 00:00:00,2022-08-15 00:00:00,2022-08-06 00:00:00,2022-07-28 00:00:00
1299,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,solved,normal,incident,7,7,392,100,contrato digital urgente,,,,,2023-06-07 00:00:00,2023-06-17 00:00:00,2023-06-16 00:00:00,2023-06-11 00:00:00
1300,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,new,high,incident,325,325,458,104,erro_sistema,,17.313.127/1061-72,,,2022-03-08 00:00:00,2022-03-10 00:00:00,,2022-03-14 00:00:00
1301,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,new,urgent,task,360,360,443,55,urgente,789,,,,2025-12-17 00:00:00,2025-12-22 00:00:00,,2025-12-18 00:00:00
1302,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,solved,high,problem,93,93,457,88,nota_fiscal falta_material,,,,,2025-08-05 00:00:00,2025-08-14 00:00:00,2025-08-10 00:00:00,2025-08-07 00:00:00
1303,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,solved,normal,incident,214,214,398,243,urgente pagamento,100,,,,2022-12-03 00:00:00,2022-12-20 00:00:00,2022-12-17 00:00:00,2022-12-04 00:00:00
1304,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,pending,low,task,329,329,432,,financeiro,,,,,2022-01-02 00:00:00,2022-01-10 00:00:00,,2022-01-04 00:00:00
1305,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,open,normal,task,221,221,463,113,nota_fiscal acesso contrato atraso,629,,,,2022-02-15 00:00:00,2022-02-28 00:00:00,,2022-02-18 00:00:00
1306,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,pending,urgent,incident,299,299,442,10,urgente contrato entrega,,,,,2022-05-08 00:00:00,2022-05-24 00:00:00,,2022-05-09 00:00:00
1307,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,open,low,problem,24,24,427,,plataforma troca,1607,,,,2025-02-14 00:00:00,2025-02-14 00:00:00,,2025-02-14 00:00:00
1308,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,closed,urgent,task,120,120,454,259,suporte_técnico financeiro entrega plataforma,,,bad,Demorou muito,2023-02-10 00:00:00,2023-02-22 00:00:00,2023-02-09 00:00:00,2023-02-14 00:00:00
1309,Contrato - dúvida,Descrição do problema: contrato - dúvida. Escola solicita resolução.,closed,low,question,264,264,396,271,digital senha troca atraso,993,,,,2022-03-23 00:00:00,2022-04-21 00:00:00,2022-04-09 00:00:00,2022-03-27 00:00:00
1310,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,open,normal,question,187,187,403,90,material_danificado acesso,1658,34.689.452/7592-76,,,2023-07-05 00:00:00,2023-07-28 00:00:00,,2023-07-09 00:00:00
1311,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,new,high,problem,207,207,480,72,financeiro,1759,,,,2024-10-21 00:00:00,2024-10-21 00:00:00,,2024-10-22 00:00:00
1312,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,solved,normal,question,218,218,409,222,plataforma erro_sistema,844,,good,,2022-09-28 00:00:00,2022-10-02 00:00:00,2022-10-06 00:00:00,2022-10-04 00:00:00
1313,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,closed,low,question,96,96,421,208,devolução suporte_técnico,,31.369.988/6232-52,bad,,2024-07-16 00:00:00,2024-08-05 00:00:00,2024-08-02 00:00:00,2024-07-20 00:00:00
1314,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,closed,urgent,task,190,190,399,,devolução,,,,,2022-05-07 00:00:00,2022-05-31 00:00:00,2022-05-10 00:00:00,2022-05-11 00:00:00
1315,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,pending,normal,problem,259,259,401,149,entrega cancelamento troca,660,5639440784,,,2023-01-20 00:00:00,2023-01-20 00:00:00,,2023-01-26 00:00:00
1316,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,solved,urgent,incident,109,109,442,188,erro_sistema urgente suporte_técnico,,,,,2025-10-12 00:00:00,2025-10-21 00:00:00,2025-10-18 00:00:00,2025-10-20 00:00:00
1317,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,new,low,incident,16,16,391,164,urgente,,90.765.634/3867-96,,,2022-09-16 00:00:00,2022-10-11 00:00:00,,2022-09-21 00:00:00
