DocEntry,LineNum,ItemCode,ItemName,Quantity,DelivrdQty,OpenQty,ShipDate,LineStatus,Price,LineTotal
1383,0,SKU-0006,Material COC 1 EF,281,83,198,2025-12-17,O,284.64,79983.84
1383,1,SKU-0008,Material NSE 1 EF,170,130,40,2025-12-09,O,27.66,4702.2
1383,2,SKU-0024,Material COC 2 EF,202,73,129,2025-12-08,O,299.36,60470.72
1384,0,SKU-0030,Material PGS 3 EF,87,19,68,2022-08-10,O,101.32,8814.84
1384,1,SKU-0023,Material SAE 6 EF,89,4,85,2022-08-21,O,137.22,12212.58
1385,0,SKU-0004,Material PGS 1 EF,225,13,212,2025-08-16,O,143.31,32244.75
1385,1,SKU-0057,Material SAE 8 EF,44,36,8,2025-08-27,O,292.06,12850.64
1385,2,SKU-0009,Material SAE 3 EM,190,129,61,2025-09-06,O,286.6,54454.0
1385,3,SKU-0007,Material PGS 2 EM,241,176,65,2025-08-17,O,148.5,35788.5
1386,0,SKU-0005,Material PGS 9 EF,294,206,88,2025-06-26,O,49.93,14679.42
1387,0,SKU-0006,Material SAE 9 EF,266,168,98,2023-05-13,O,161.37,42924.42
1388,0,SKU-0014,Material PGS 9 EF,71,54,17,2023-05-31,O,86.04,6108.84
1388,1,SKU-0031,Material Isaac 6 EF,146,118,28,2023-05-27,O,181.02,26428.92
1388,2,SKU-0004,Material Isaac 5 EF,215,45,170,2023-07-10,O,49.72,10689.8
1388,3,SKU-0019,Material Isaac 7 EF,259,35,224,2023-07-12,O,179.96,46609.64
1388,4,SKU-0003,Material Isaac 4 EF,178,132,46,2023-06-13,O,244.98,43606.44
1389,0,SKU-0020,Material PGS 4 EF,12,6,6,2024-08-29,O,279.35,3352.2
1389,1,SKU-0012,Material COC 8 EF,52,50,2,2024-09-23,O,197.35,10262.2
1389,2,SKU-0008,Material SAE 8 EF,269,216,53,2024-09-02,O,272.38,73270.22
1389,3,SKU-0048,Material SAE 7 EF,12,2,10,2024-09-19,O,211.91,2542.92
1390,0,SKU-0025,Material COC 1 EF,75,75,0,2023-10-02,C,270.51,20288.25
1390,1,SKU-0007,Material SAE 3 EM,58,14,44,2023-10-10,O,59.61,3457.38
1391,0,SKU-0033,Material PGS 3 EF,265,15,250,2025-02-22,O,217.36,57600.4
1391,1,SKU-0026,Material NSE 9 EF,267,9,258,2025-02-25,O,53.51,14287.17
1391,2,SKU-0023,Material NSE 3 EF,178,151,27,2025-02-17,O,73.72,13122.16
1391,3,SKU-0034,Material NSE 3 EM,229,226,3,2025-03-31,O,98.92,22652.68
1391,4,SKU-0058,Material Isaac 1 EM,281,152,129,2025-03-06,O,211.95,59557.95
1392,0,SKU-0051,Material PGS 3 EF,265,110,155,2024-09-25,O,179.06,47450.9
1392,1,SKU-0049,Material COC 1 EM,111,70,41,2024-10-15,O,64.17,7122.87
1392,2,SKU-0050,Material COC 9 EF,103,58,45,2024-10-02,O,105.73,10890.19
1392,3,SKU-0019,Material Isaac 6 EF,251,236,15,2024-10-02,O,99.97,25092.47
1392,4,SKU-0008,Material COC 7 EF,162,90,72,2024-09-24,O,71.21,11536.02
1393,0,SKU-0047,Material SAE 1 EM,30,1,29,2024-12-18,O,257.93,7737.9
1393,1,SKU-0056,Material Isaac 8 EF,70,13,57,2024-10-29,O,213.22,14925.4
1393,2,SKU-0023,Material COC 3 EM,292,289,3,2024-11-24,O,158.81,46372.52
1393,3,SKU-0021,Material SAE 6 EF,205,0,205,2024-11-15,O,253.4,51947.0
1393,4,SKU-0015,Material PGS 4 EF,265,71,194,2024-11-29,O,261.23,69225.95
1394,0,SKU-0023,Material COC 8 EF,116,50,66,2022-05-27,O,181.14,21012.24
1394,1,SKU-0047,Material Isaac 3 EF,85,35,50,2022-05-19,O,285.82,24294.7
1394,2,SKU-0019,Material COC 7 EF,91,75,16,2022-05-03,O,282.0,25662.0
1394,3,SKU-0050,Material COC 6 EF,93,5,88,2022-04-16,O,182.34,16957.62
1395,0,SKU-0009,Material NSE 8 EF,201,79,122,2023-12-17,O,281.8,56641.8
1395,1,SKU-0051,Material NSE 8 EF,18,18,0,2023-11-22,C,86.1,1549.8
1395,2,SKU-0014,Material PGS 5 EF,21,21,0,2023-11-16,C,29.83,626.43
1395,3,SKU-0028,Material COC 8 EF,293,255,38,2023-12-05,O,246.9,72341.7
1395,4,SKU-0022,Material NSE 2 EM,204,67,137,2023-11-25,O,39.39,8035.56
1396,0,SKU-0050,Material PGS 1 EM,134,5,129,2025-01-08,O,206.82,27713.88
1396,1,SKU-0045,Material SAE 2 EF,155,83,72,2024-12-23,O,243.25,37703.75
1396,2,SKU-0004,Material COC 6 EF,180,154,26,2024-12-21,O,134.56,24220.8
1396,3,SKU-0058,Material PGS 2 EF,224,41,183,2025-01-19,O,293.78,65806.72
1396,4,SKU-0039,Material Isaac 8 EF,19,1,18,2024-12-24,O,296.81,5639.39
1397,0,SKU-0030,Material PGS 3 EM,196,38,158,2024-09-12,O,268.19,52565.24
1398,0,SKU-0037,Material PGS 6 EF,13,8,5,2024-08-21,O,107.21,1393.73
1398,1,SKU-0048,Material SAE 6 EF,118,87,31,2024-09-03,O,52.9,6242.2
1398,2,SKU-0042,Material NSE 9 EF,42,13,29,2024-09-04,O,88.31,3709.02
1399,0,SKU-0001,Material Isaac 1 EM,276,197,79,2025-10-12,O,253.81,70051.56
1399,1,SKU-0036,Material COC 9 EF,243,26,217,2025-09-27,O,173.49,42158.07
1400,0,SKU-0035,Material NSE 8 EF,190,24,166,2025-03-30,O,208.74,39660.6
1400,1,SKU-0029,Material SAE 3 EM,105,87,18,2025-03-05,O,34.56,3628.8
1400,2,SKU-0007,Material PGS 6 EF,187,140,47,2025-03-19,O,251.45,47021.15
1400,3,SKU-0055,Material NSE 4 EF,293,100,193,2025-02-21,O,30.36,8895.48
1401,0,SKU-0027,Material PGS 8 EF,94,113,0,2023-10-11,C,69.81,6562.14
1401,1,SKU-0006,Material NSE 2 EM,98,64,34,2023-10-01,O,136.69,13395.62
1402,0,SKU-0045,Material COC 1 EM,52,1,51,2024-04-22,O,260.03,13521.56
1402,1,SKU-0012,Material PGS 5 EF,216,192,24,2024-05-13,O,212.4,45878.4
1402,2,SKU-0023,Material Isaac 2 EM,88,71,17,2024-04-14,O,84.66,7450.08
1403,0,SKU-0006,Material PGS 8 EF,96,40,56,2023-08-16,O,239.29,22971.84
1403,1,SKU-0030,Material NSE 4 EF,99,82,17,2023-08-16,O,71.67,7095.33
1404,0,SKU-0021,Material COC 3 EF,129,27,102,2024-06-23,O,82.31,10617.99
1404,1,SKU-0006,Material NSE 2 EM,177,12,165,2024-06-17,O,39.17,6933.09
1404,2,SKU-0034,Material NSE 9 EF,64,31,33,2024-06-16,O,154.45,9884.8
1404,3,SKU-0006,Material COC 5 EF,41,4,37,2024-07-25,O,59.7,2447.7
1405,0,SKU-0003,Material PGS 2 EM,222,32,190,2024-08-31,O,36.85,8180.7
1405,1,SKU-0004,Material Isaac 1 EM,149,12,137,2024-10-10,O,117.44,17498.56
1406,0,SKU-0021,Material NSE 1 EF,50,40,10,2024-04-06,O,149.22,7461.0
1406,1,SKU-0005,Material SAE 1 EF,271,63,208,2024-02-25,O,292.07,79150.97
1406,2,SKU-0004,Material Isaac 2 EF,165,41,124,2024-04-06,O,259.06,42744.9
1406,3,SKU-0022,Material Isaac 9 EF,95,58,37,2024-04-09,O,234.23,22251.85
1406,4,SKU-0004,Material NSE 8 EF,103,102,1,2024-02-22,O,74.63,7686.89
1407,0,SKU-0039,Material COC 8 EF,295,335,0,2025-03-24,C,46.52,13723.4
1407,1,SKU-0020,Material Isaac 5 EF,65,4,61,2025-03-04,O,123.56,8031.4
1408,0,SKU-0049,Material PGS 2 EF,285,61,224,2023-05-03,O,158.55,45186.75
1408,1,SKU-0035,Material COC 6 EF,31,14,17,2023-05-03,O,291.41,9033.71
1408,2,SKU-0027,Material COC 5 EF,43,29,14,2023-04-04,O,265.25,11405.75
1408,3,SKU-0012,Material COC 2 EM,252,158,94,2023-04-30,O,35.67,8988.84
1409,0,SKU-0037,Material Isaac 8 EF,167,3,164,2025-01-28,O,232.44,38817.48
1409,1,SKU-0025,Material SAE 1 EF,291,215,76,2024-12-22,O,277.25,80679.75
1410,0,SKU-0035,Material SAE 6 EF,280,259,21,2024-07-04,O,40.46,11328.8
1410,1,SKU-0029,Material SAE 8 EF,240,120,120,2024-05-31,O,143.9,34536.0
1410,2,SKU-0030,Material Isaac 1 EF,228,110,118,2024-06-07,O,296.2,67533.6
1411,0,SKU-0003,Material COC 1 EF,62,18,44,2023-04-17,O,237.87,14747.94
1411,1,SKU-0036,Material PGS 9 EF,252,180,72,2023-05-22,O,117.7,29660.4
1411,2,SKU-0030,Material NSE 1 EF,83,8,75,2023-04-26,O,194.33,16129.39
1411,3,SKU-0025,Material Isaac 7 EF,14,14,0,2023-05-17,C,258.65,3621.1
1412,0,SKU-0046,Material PGS 6 EF,10,8,2,2023-02-28,O,88.7,887.0
1412,1,SKU-0007,Material SAE 5 EF,171,112,59,2023-02-27,O,290.16,49617.36
1412,2,SKU-0048,Material NSE 3 EF,166,151,15,2023-02-24,O,98.6,16367.6
1412,3,SKU-0058,Material SAE 2 EF,214,106,108,2023-03-29,O,80.67,17263.38
1412,4,SKU-0015,Material COC 5 EF,277,116,161,2023-03-14,O,266.45,73806.65
1413,0,SKU-0037,Material NSE 3 EF,165,81,84,2022-09-24,O,272.5,44962.5
1413,1,SKU-0024,Material NSE 1 EM,246,173,73,2022-10-02,O,44.92,11050.32
1413,2,SKU-0006,Material COC 2 EF,220,207,13,2022-09-28,O,26.53,5836.6
1413,3,SKU-0052,Material NSE 8 EF,69,63,6,2022-10-05,O,144.57,9975.33
1413,4,SKU-0011,Material NSE 4 EF,246,134,112,2022-10-14,O,257.25,63283.5
1414,0,SKU-0021,Material NSE 5 EF,39,28,11,2022-02-10,O,59.42,2317.38
1415,0,SKU-0041,Material SAE 1 EF,36,0,36,2023-07-26,O,284.38,10237.68
1416,0,SKU-0022,Material Isaac 7 EF,149,98,51,2023-07-19,O,130.55,19451.95
1416,1,SKU-0047,Material COC 9 EF,274,93,181,2023-06-30,O,227.47,62326.78
1416,2,SKU-0036,Material SAE 1 EF,276,233,43,2023-06-19,O,148.82,41074.32
1416,3,SKU-0012,Material SAE 2 EF,236,67,169,2023-06-14,O,182.82,43145.52
1416,4,SKU-0009,Material COC 8 EF,220,198,22,2023-06-13,O,158.83,34942.6
1417,0,SKU-0022,Material COC 4 EF,235,8,227,2025-11-01,O,256.84,60357.4
1417,1,SKU-0055,Material NSE 7 EF,38,37,1,2025-10-06,O,112.32,4268.16
1417,2,SKU-0050,Material SAE 1 EF,154,66,88,2025-10-29,O,124.36,19151.44
1417,3,SKU-0059,Material SAE 3 EM,97,31,66,2025-11-14,O,145.94,14156.18
1417,4,SKU-0023,Material Isaac 4 EF,148,30,118,2025-10-18,O,275.62,40791.76
1418,0,SKU-0001,Material PGS 5 EF,60,47,13,2022-05-10,O,274.12,16447.2
1418,1,SKU-0010,Material Isaac 2 EF,294,261,33,2022-04-04,O,142.13,41786.22
1418,2,SKU-0026,Material COC 1 EF,83,13,70,2022-04-15,O,245.99,20417.17
1418,3,SKU-0024,Material PGS 6 EF,257,217,40,2022-05-08,O,152.11,39092.27
1419,0,SKU-0029,Material COC 6 EF,63,55,8,2025-11-30,O,239.87,15111.81
1419,1,SKU-0028,Material SAE 9 EF,18,13,5,2025-11-30,O,150.55,2709.9
1419,2,SKU-0038,Material COC 2 EM,239,164,75,2025-12-07,O,183.18,43780.02
1419,3,SKU-0057,Material NSE 2 EF,117,44,73,2025-10-29,O,50.83,5947.11
1420,0,SKU-0005,Material NSE 1 EF,272,116,156,2023-08-01,O,256.81,69852.32
1420,1,SKU-0031,Material PGS 6 EF,110,52,58,2023-08-07,O,221.37,24350.7
1420,2,SKU-0057,Material COC 8 EF,269,43,226,2023-08-13,O,239.12,64323.28
1420,3,SKU-0029,Material Isaac 3 EF,203,107,96,2023-07-15,O,202.02,41010.06
1421,0,SKU-0037,Material COC 1 EM,184,115,69,2023-03-09,O,171.44,31544.96
1421,1,SKU-0054,Material PGS 5 EF,69,61,8,2023-03-21,O,64.68,4462.92
1421,2,SKU-0018,Material SAE 4 EF,39,12,27,2023-03-04,O,280.71,10947.69
1422,0,SKU-0055,Material SAE 1 EM,41,33,8,2025-11-28,O,113.77,4664.57
1422,1,SKU-0021,Material PGS 7 EF,53,29,24,2025-11-23,O,50.31,2666.43
1422,2,SKU-0033,Material Isaac 9 EF,136,0,136,2025-11-07,O,251.88,34255.68
1423,0,SKU-0047,Material COC 9 EF,276,31,245,2023-12-08,O,150.95,41662.2
1423,1,SKU-0007,Material Isaac 3 EF,211,74,137,2023-12-22,O,144.58,30506.38
1423,2,SKU-0030,Material COC 3 EF,211,149,62,2023-12-19,O,167.01,35239.11
1423,3,SKU-0040,Material COC 5 EF,144,113,31,2024-01-03,O,45.22,6511.68
1424,0,SKU-0007,Material Isaac 3 EM,263,195,68,2022-03-25,O,47.06,12376.78
1424,1,SKU-0006,Material Isaac 6 EF,283,67,216,2022-04-08,O,121.8,34469.4
1424,2,SKU-0009,Material COC 8 EF,262,71,191,2022-05-11,O,129.35,33889.7
1424,3,SKU-0028,Material PGS 6 EF,69,51,18,2022-04-25,O,92.77,6401.13
1424,4,SKU-0041,Material NSE 2 EF,223,64,159,2022-03-25,O,99.37,22159.51
1425,0,SKU-0013,Material PGS 5 EF,120,34,86,2025-06-11,O,283.58,34029.6
1426,0,SKU-0045,Material COC 5 EF,222,18,204,2023-03-08,O,250.56,55624.32
1426,1,SKU-0020,Material Isaac 6 EF,292,228,64,2023-03-25,O,199.18,58160.56
1426,2,SKU-0044,Material COC 2 EF,190,190,0,2023-04-09,C,58.13,11044.7
1427,0,SKU-0052,Material NSE 3 EM,52,24,28,2024-02-01,O,276.91,14399.32
1427,1,SKU-0028,Material PGS 3 EM,34,32,2,2024-01-09,O,181.49,6170.66
1427,2,SKU-0006,Material Isaac 4 EF,100,2,98,2024-01-30,O,246.77,24677.0
1427,3,SKU-0027,Material PGS 9 EF,197,239,0,2024-02-13,C,83.7,16488.9
1427,4,SKU-0036,Material COC 7 EF,157,73,84,2024-02-06,O,59.41,9327.37
1428,0,SKU-0019,Material SAE 8 EF,256,251,5,2025-08-11,O,67.38,17249.28
1428,1,SKU-0049,Material PGS 9 EF,68,42,26,2025-08-22,O,95.96,6525.28
1428,2,SKU-0017,Material Isaac 3 EM,139,116,23,2025-09-11,O,132.52,18420.28
1428,3,SKU-0032,Material Isaac 7 EF,99,11,88,2025-08-29,O,159.98,15838.02
1429,0,SKU-0013,Material NSE 7 EF,156,47,109,2023-12-07,O,284.75,44421.0
1429,1,SKU-0058,Material Isaac 5 EF,119,22,97,2023-11-13,O,158.05,18807.95
1429,2,SKU-0047,Material SAE 8 EF,95,84,11,2023-11-19,O,291.22,27665.9
1429,3,SKU-0006,Material PGS 9 EF,69,4,65,2023-11-24,O,84.95,5861.55
1429,4,SKU-0018,Material COC 4 EF,31,24,7,2023-12-16,O,176.98,5486.38
1430,0,SKU-0021,Material COC 3 EF,252,100,152,2025-04-14,O,154.92,39039.84
1430,1,SKU-0031,Material SAE 1 EM,300,113,187,2025-04-06,O,48.32,14496.0
1430,2,SKU-0038,Material SAE 9 EF,36,33,3,2025-03-20,O,283.59,10209.24
1430,3,SKU-0050,Material Isaac 2 EF,103,37,66,2025-04-13,O,276.09,28437.27
1430,4,SKU-0029,Material Isaac 3 EM,280,118,162,2025-04-16,O,95.49,26737.2
1431,0,SKU-0051,Material SAE 8 EF,226,108,118,2022-04-14,O,80.13,18109.38
1432,0,SKU-0001,Material PGS 3 EF,271,202,69,2024-10-09,O,159.51,43227.21
1432,1,SKU-0026,Material Isaac 7 EF,46,2,44,2024-10-29,O,55.76,2564.96
1433,0,SKU-0033,Material SAE 1 EM,167,72,95,2025-05-07,O,99.99,16698.33
1433,1,SKU-0053,Material SAE 1 EF,20,15,5,2025-05-05,O,292.79,5855.8
1434,0,SKU-0043,Material COC 6 EF,46,23,23,2024-12-21,O,102.01,4692.46
1435,0,SKU-0032,Material Isaac 2 EF,290,47,243,2023-08-05,O,287.97,83511.3
1435,1,SKU-0009,Material NSE 4 EF,194,133,61,2023-08-27,O,187.29,36334.26
1435,2,SKU-0008,Material Isaac 2 EM,96,19,77,2023-08-11,O,160.62,15419.52
1435,3,SKU-0004,Material PGS 5 EF,293,142,151,2023-09-06,O,242.8,71140.4
1436,0,SKU-0014,Material COC 4 EF,83,68,15,2026-02-11,O,196.46,16306.18
1436,1,SKU-0009,Material NSE 5 EF,259,109,150,2026-01-16,O,125.56,32520.04
1437,0,SKU-0011,Material PGS 5 EF,84,61,23,2025-01-17,O,260.19,21855.96
1437,1,SKU-0020,Material COC 3 EF,255,126,129,2025-02-16,O,88.59,22590.45
1437,2,SKU-0009,Material COC 2 EM,203,175,28,2025-02-18,O,80.72,16386.16
1438,0,SKU-0060,Material SAE 9 EF,179,127,52,2024-10-04,O,269.1,48168.9
1438,1,SKU-0053,Material PGS 4 EF,119,34,85,2024-10-05,O,273.99,32604.81
1438,2,SKU-0051,Material NSE 2 EF,22,16,6,2024-10-07,O,43.44,955.68
1438,3,SKU-0055,Material COC 1 EM,83,18,65,2024-09-10,O,50.64,4203.12
1439,0,SKU-0009,Material NSE 3 EM,125,77,48,2022-11-17,O,123.74,15467.5
1439,1,SKU-0038,Material PGS 5 EF,270,15,255,2022-12-04,O,193.48,52239.6
1439,2,SKU-0040,Material COC 7 EF,290,13,277,2022-12-06,O,189.72,55018.8
1439,3,SKU-0023,Material SAE 5 EF,236,94,142,2022-10-22,O,97.17,22932.12
1440,0,SKU-0039,Material PGS 4 EF,169,78,91,2022-05-09,O,239.82,40529.58
1440,1,SKU-0014,Material SAE 9 EF,260,96,164,2022-05-10,O,241.8,62868.0
1440,2,SKU-0045,Material PGS 2 EM,119,86,33,2022-05-22,O,124.14,14772.66
1440,3,SKU-0039,Material COC 2 EF,122,43,79,2022-05-05,O,84.92,10360.24
1440,4,SKU-0010,Material PGS 5 EF,64,49,15,2022-05-21,O,80.36,5143.04
1441,0,SKU-0023,Material PGS 1 EF,205,157,48,2022-05-06,O,144.55,29632.75
1441,1,SKU-0042,Material Isaac 2 EM,191,122,69,2022-04-17,O,121.27,23162.57
1441,2,SKU-0015,Material SAE 7 EF,286,117,169,2022-06-01,O,272.83,78029.38
1442,0,SKU-0036,Material SAE 2 EF,200,31,169,2024-08-26,O,113.86,22772.0
1442,1,SKU-0005,Material COC 8 EF,38,15,23,2024-09-28,O,92.91,3530.58
1443,0,SKU-0009,Material Isaac 2 EF,81,124,0,2022-04-05,C,203.43,16477.83
1443,1,SKU-0055,Material COC 2 EM,243,209,34,2022-03-30,O,299.55,72790.65
1444,0,SKU-0056,Material NSE 3 EM,30,12,18,2026-01-29,O,130.28,3908.4
1444,1,SKU-0040,Material NSE 7 EF,221,0,221,2026-02-12,O,154.57,34159.97
1444,2,SKU-0060,Material NSE 3 EM,155,138,17,2026-01-21,O,244.67,37923.85
1444,3,SKU-0007,Material NSE 3 EF,270,160,110,2026-01-22,O,177.0,47790.0
1445,0,SKU-0009,Material NSE 9 EF,179,20,159,2024-05-04,O,291.65,52205.35
1445,1,SKU-0021,Material Isaac 1 EM,166,53,113,2024-06-01,O,260.9,43309.4
1445,2,SKU-0040,Material PGS 1 EM,135,113,22,2024-05-22,O,73.31,9896.85
1445,3,SKU-0043,Material COC 1 EF,158,101,57,2024-05-11,O,264.32,41762.56
1445,4,SKU-0026,Material SAE 4 EF,51,46,5,2024-06-16,O,23.66,1206.66
1446,0,SKU-0039,Material Isaac 2 EF,97,88,9,2024-09-25,O,275.79,26751.63
1446,1,SKU-0005,Material SAE 2 EF,295,158,137,2024-10-13,O,234.06,69047.7
1447,0,SKU-0039,Material COC 4 EF,160,64,96,2022-10-09,O,243.16,38905.6
1447,1,SKU-0028,Material NSE 1 EF,222,152,70,2022-10-13,O,177.21,39340.62
1447,2,SKU-0013,Material COC 3 EF,36,0,36,2022-10-01,O,147.49,5309.64
1447,3,SKU-0056,Material NSE 5 EF,223,3,220,2022-10-16,O,161.11,35927.53
1448,0,SKU-0008,Material Isaac 6 EF,298,136,162,2025-05-01,O,148.66,44300.68
1448,1,SKU-0015,Material Isaac 3 EF,118,67,51,2025-05-03,O,204.73,24158.14
1449,0,SKU-0033,Material COC 4 EF,14,14,0,2023-10-29,C,96.27,1347.78
1449,1,SKU-0043,Material NSE 8 EF,225,8,217,2023-10-30,O,43.93,9884.25
1449,2,SKU-0014,Material NSE 3 EF,85,71,14,2023-10-21,O,196.72,16721.2
1449,3,SKU-0024,Material Isaac 1 EF,45,40,5,2023-09-18,O,30.98,1394.1
1449,4,SKU-0052,Material NSE 5 EF,222,217,5,2023-10-29,O,187.86,41704.92
1450,0,SKU-0045,Material Isaac 1 EM,256,144,112,2024-08-24,O,199.22,51000.32
1450,1,SKU-0059,Material PGS 2 EM,234,117,117,2024-08-24,O,133.5,31239.0
1450,2,SKU-0020,Material SAE 4 EF,133,8,125,2024-07-15,O,188.96,25131.68
1450,3,SKU-0009,Material COC 7 EF,49,45,4,2024-08-21,O,97.97,4800.53
1450,4,SKU-0017,Material PGS 3 EM,177,61,116,2024-07-22,O,152.4,26974.8
1451,0,SKU-0053,Material COC 8 EF,187,212,0,2025-07-29,C,74.89,14004.43
1451,1,SKU-0053,Material SAE 9 EF,200,169,31,2025-08-06,O,274.05,54810.0
1452,0,SKU-0019,Material NSE 4 EF,52,49,3,2025-02-14,O,284.77,14808.04
1452,1,SKU-0046,Material NSE 8 EF,222,227,0,2025-01-20,C,42.88,9519.36
1453,0,SKU-0011,Material COC 2 EM,124,118,6,2023-05-23,O,76.03,9427.72
1453,1,SKU-0026,Material COC 1 EM,171,139,32,2023-05-08,O,168.58,28827.18
1453,2,SKU-0051,Material NSE 1 EM,70,4,66,2023-04-28,O,250.26,17518.2
1453,3,SKU-0053,Material PGS 9 EF,295,3,292,2023-05-01,O,179.32,52899.4
1454,0,SKU-0055,Material SAE 9 EF,74,26,48,2025-12-08,O,209.72,15519.28
1454,1,SKU-0015,Material SAE 3 EF,229,70,159,2025-12-03,O,203.84,46679.36
1454,2,SKU-0041,Material SAE 3 EF,83,9,74,2025-11-25,O,54.05,4486.15
1454,3,SKU-0051,Material SAE 8 EF,108,46,62,2025-12-18,O,250.29,27031.32
1454,4,SKU-0041,Material COC 6 EF,241,186,55,2026-01-11,O,133.07,32069.87
1455,0,SKU-0035,Material SAE 4 EF,258,154,104,2023-02-13,O,54.92,14169.36
1456,0,SKU-0002,Material COC 3 EM,284,102,182,2023-08-02,O,288.9,82047.6
1456,1,SKU-0034,Material Isaac 3 EF,61,26,35,2023-07-05,O,129.14,7877.54
1456,2,SKU-0048,Material NSE 6 EF,210,187,23,2023-07-24,O,153.13,32157.3
1456,3,SKU-0028,Material PGS 2 EF,66,13,53,2023-07-17,O,251.53,16600.98
1456,4,SKU-0021,Material NSE 8 EF,85,48,37,2023-07-30,O,295.8,25143.0
1457,0,SKU-0028,Material SAE 1 EM,227,109,118,2023-08-04,O,64.13,14557.51
1457,1,SKU-0030,Material SAE 7 EF,30,30,0,2023-07-09,C,152.48,4574.4
1457,2,SKU-0019,Material SAE 8 EF,152,139,13,2023-07-10,O,112.97,17171.44
1457,3,SKU-0011,Material Isaac 1 EF,204,75,129,2023-07-27,O,207.05,42238.2
1458,0,SKU-0060,Material COC 3 EM,108,49,59,2025-05-30,O,89.21,9634.68
1459,0,SKU-0057,Material Isaac 5 EF,49,8,41,2026-02-22,O,93.91,4601.59
1459,1,SKU-0042,Material PGS 2 EM,224,58,166,2026-01-30,O,64.35,14414.4
1459,2,SKU-0032,Material PGS 1 EM,41,30,11,2026-01-18,O,125.83,5159.03
1459,3,SKU-0048,Material Isaac 4 EF,291,22,269,2026-01-13,O,60.61,17637.51
1459,4,SKU-0032,Material PGS 1 EM,29,6,23,2026-01-13,O,277.72,8053.88
1460,0,SKU-0057,Material COC 3 EF,24,4,20,2025-09-06,O,255.24,6125.76
1461,0,SKU-0024,Material SAE 1 EF,267,31,236,2023-01-20,O,191.34,51087.78
1461,1,SKU-0004,Material PGS 4 EF,229,124,105,2022-12-22,O,176.01,40306.29
1462,0,SKU-0028,Material PGS 8 EF,283,141,142,2023-07-13,O,172.11,48707.13
1463,0,SKU-0051,Material Isaac 2 EM,148,110,38,2025-11-17,O,198.19,29332.12
1463,1,SKU-0026,Material SAE 5 EF,225,102,123,2025-12-01,O,43.91,9879.75
1463,2,SKU-0051,Material Isaac 5 EF,253,123,130,2025-11-11,O,96.32,24368.96
1463,3,SKU-0052,Material NSE 8 EF,71,30,41,2025-12-14,O,145.96,10363.16
1464,0,SKU-0023,Material Isaac 7 EF,23,57,0,2025-08-10,C,95.9,2205.7
1465,0,SKU-0043,Material COC 9 EF,115,80,35,2022-11-23,O,131.57,15130.55
1465,1,SKU-0013,Material COC 7 EF,69,41,28,2022-11-12,O,284.84,19653.96
1465,2,SKU-0027,Material Isaac 3 EF,33,9,24,2022-10-24,O,77.83,2568.39
1465,3,SKU-0016,Material PGS 7 EF,29,1,28,2022-11-21,O,89.02,2581.58
1465,4,SKU-0042,Material PGS 7 EF,284,46,238,2022-11-20,O,253.65,72036.6
1466,0,SKU-0042,Material PGS 1 EF,239,3,236,2022-04-04,O,271.02,64773.78
1467,0,SKU-0038,Material SAE 1 EM,182,60,122,2023-05-18,O,38.15,6943.3
1468,0,SKU-0006,Material SAE 1 EM,150,17,133,2025-06-06,O,202.24,30336.0
1468,1,SKU-0057,Material COC 7 EF,32,28,4,2025-06-04,O,215.65,6900.8
1469,0,SKU-0020,Material Isaac 1 EM,81,43,38,2022-07-24,O,144.73,11723.13
1469,1,SKU-0040,Material Isaac 7 EF,143,11,132,2022-08-05,O,197.42,28231.06
1470,0,SKU-0042,Material Isaac 3 EM,22,7,15,2024-07-10,O,23.7,521.4
1470,1,SKU-0008,Material COC 4 EF,204,20,184,2024-07-19,O,178.41,36395.64
1470,2,SKU-0012,Material NSE 1 EF,137,74,63,2024-07-13,O,242.27,33190.99
1470,3,SKU-0025,Material SAE 5 EF,147,48,99,2024-07-04,O,227.39,33426.33
1471,0,SKU-0018,Material PGS 2 EF,201,24,177,2024-09-18,O,104.55,21014.55
1471,1,SKU-0008,Material SAE 1 EM,178,162,16,2024-09-25,O,134.83,23999.74
1471,2,SKU-0002,Material PGS 3 EM,65,59,6,2024-09-12,O,202.44,13158.6
1472,0,SKU-0040,Material Isaac 7 EF,139,112,27,2023-07-05,O,214.38,29798.82
1472,1,SKU-0029,Material Isaac 7 EF,18,17,1,2023-05-31,O,58.97,1061.46
1472,2,SKU-0010,Material SAE 9 EF,25,19,6,2023-06-27,O,222.11,5552.75
1472,3,SKU-0032,Material SAE 1 EM,234,121,113,2023-05-28,O,297.58,69633.72
1472,4,SKU-0050,Material Isaac 3 EF,210,8,202,2023-07-14,O,245.62,51580.2
1473,0,SKU-0027,Material SAE 2 EM,240,235,5,2023-08-19,O,231.32,55516.8
1474,0,SKU-0002,Material Isaac 7 EF,13,11,2,2024-12-30,O,134.7,1751.1
1474,1,SKU-0009,Material SAE 7 EF,184,36,148,2024-12-14,O,142.2,26164.8
1474,2,SKU-0052,Material COC 9 EF,187,95,92,2024-11-29,O,138.15,25834.05
1474,3,SKU-0056,Material SAE 3 EF,25,3,22,2025-01-14,O,245.23,6130.75
1475,0,SKU-0038,Material PGS 9 EF,279,149,130,2025-10-13,O,100.36,28000.44
1475,1,SKU-0005,Material NSE 5 EF,186,53,133,2025-10-09,O,288.94,53742.84
