DocEntry,DocNum,CardCode,BaseEntry,DocDate,DocStatus,Cancelled,CreateDate
1438,1438,C00231,1296,2025-01-02,C,N,2025-01-02
1439,1439,C00013,1754,2023-02-25,C,N,2023-02-25
1440,1440,C00136,1462,2023-06-27,O,N,2023-06-27
1441,1441,C00201,1098,2023-06-25,C,N,2023-06-25
1442,1442,C00153,896,2025-01-27,C,N,2025-01-27
1443,1443,C00231,1714,2023-05-31,C,N,2023-05-31
1444,1444,C00146,1254,2023-05-27,O,N,2023-05-27
1445,1445,C00194,1581,2024-08-13,C,N,2024-08-13
1446,1446,C00193,318,2024-07-02,C,N,2024-07-02
1447,1447,C00202,980,2024-09-17,C,N,2024-09-17
1448,1448,C00187,931,2023-07-08,C,N,2023-07-08
1449,1449,C00053,401,2024-08-05,C,N,2024-08-05
1450,1450,C00112,1707,2023-05-29,C,N,2023-05-29
1451,1451,C00017,723,2023-08-10,C,N,2023-08-10
1452,1452,C00146,1775,2022-10-08,O,N,2022-10-08
1453,1453,C00074,506,2023-01-20,C,N,2023-01-20
1454,1454,C00117,581,2024-05-07,C,N,2024-05-07
1455,1455,C00035,1676,2022-03-07,O,N,2022-03-07
1456,1456,C00070,1012,2025-04-29,C,N,2025-04-29
1457,1457,C00181,1078,2022-11-20,C,N,2022-11-20
1458,1458,C00027,505,2025-07-28,C,N,2025-07-28
1459,1459,C00124,880,2025-05-12,O,N,2025-05-12
1460,1460,C00122,103,2025-05-11,O,N,2025-05-11
1461,1461,C00220,431,2022-07-26,C,N,2022-07-26
1462,1462,C00111,91,2022-07-13,C,N,2022-07-13
1463,1463,C00004,1800,2022-12-27,C,N,2022-12-27
1464,1464,C00012,800,2024-01-11,C,N,2024-01-11
1465,1465,C00012,38,2024-06-03,C,N,2024-06-03
1466,1466,C00033,620,2023-04-02,C,N,2023-04-02
1467,1467,C00161,1656,2024-08-24,C,Y,2024-08-24
1468,1468,C00064,1022,2023-06-29,C,N,2023-06-29
1469,1469,C00174,1529,2023-03-25,C,N,2023-03-25
1470,1470,C00144,1723,2022-06-05,C,N,2022-06-05
1471,1471,C00205,193,2023-08-22,C,N,2023-08-22
1472,1472,C00191,958,2023-09-27,C,N,2023-09-27
1473,1473,C00174,234,2024-04-19,O,N,2024-04-19
1474,1474,C00056,31,2023-10-02,C,N,2023-10-02
1475,1475,C00065,1180,2024-08-11,C,N,2024-08-11
1476,1476,C00235,542,2022-07-07,C,N,2022-07-07
1477,1477,C00164,347,2023-05-02,C,N,2023-05-02
1478,1478,C00006,1451,2025-08-29,O,N,2025-08-29
1479,1479,C00040,1166,2023-02-26,C,N,2023-02-26
1480,1480,C00034,917,2024-10-29,C,N,2024-10-29
1481,1481,C00018,626,2023-10-11,C,N,2023-10-11
1482,1482,C00229,1153,2025-04-16,C,N,2025-04-16
1483,1483,C00261,1378,2025-07-14,C,N,2025-07-14
1484,1484,C00214,1639,2025-11-22,O,N,2025-11-22
1485,1485,C00177,1445,2024-05-20,C,N,2024-05-20
1486,1486,C00246,1515,2025-05-29,C,N,2025-05-29
1487,1487,C00062,161,2023-01-27,C,N,2023-01-27
1488,1488,C00104,1561,2025-12-17,C,N,2025-12-17
1489,1489,C00143,410,2025-04-23,C,N,2025-04-23
1490,1490,C00221,1042,2025-03-15,C,N,2025-03-15
1491,1491,C00099,1090,2022-03-02,C,N,2022-03-02
1492,1492,C00239,352,2023-10-25,O,N,2023-10-25
1493,1493,C00029,1222,2022-03-27,O,N,2022-03-27
1494,1494,C00249,1411,2023-04-26,C,N,2023-04-26
1495,1495,C00159,1032,2023-05-29,C,N,2023-05-29
1496,1496,C00227,391,2025-05-22,C,N,2025-05-22
1497,1497,C00232,348,2025-12-19,O,N,2025-12-19
1498,1498,C00172,1595,2023-01-13,O,N,2023-01-13
1499,1499,C00149,1691,2022-11-30,O,N,2022-11-30
1500,1500,C00263,1067,2025-03-12,C,N,2025-03-12
