DocEntry,DocNum,CardCode,BaseEntry,DocDate,DocTotal,VatSum,Cancelled,CreateDate
1176,1176,C00199,1508,2025-01-06,32991.59,2068.56,N,2025-01-06
1177,1177,C00018,106,2025-03-22,41838.17,610.22,N,2025-03-22
1178,1178,C00194,387,2022-06-03,1692.87,2820.48,N,2022-06-03
1179,1179,C00209,1060,2023-04-01,7272.04,2305.7,N,2023-04-01
1180,1180,C00022,845,2024-04-26,8908.17,275.34,N,2024-04-26
1181,1181,C00187,1449,2023-10-07,48245.05,3484.82,N,2023-10-07
1183,1183,C00262,1626,2023-06-07,49634.53,210.45,N,2023-06-07
1185,1185,C00097,1248,2022-02-19,18212.3,3710.88,N,2022-02-19
1186,1186,C00209,877,2025-05-13,41817.99,4760.85,N,2025-05-13
1187,1187,C00207,1327,2025-04-30,12577.23,2022.48,N,2025-04-30
1188,1188,C00216,1424,2022-05-14,24449.44,1625.55,N,2022-05-14
1189,1189,C00081,1718,2022-10-10,16054.7,2429.4,N,2022-10-10
1190,1190,C00205,671,2025-07-17,13934.74,1509.31,N,2025-07-17
1191,1191,C00224,1026,2023-11-22,8382.7,462.01,N,2023-11-22
1192,1192,C00062,170,2023-03-19,39482.12,2435.25,N,2023-03-19
1193,1193,C00030,655,2022-07-28,49239.86,3429.94,N,2022-07-28
1194,1194,C00196,187,2023-12-24,2380.78,4927.93,N,2023-12-24
1195,1195,C00161,1329,2025-03-03,20801.8,2169.44,N,2025-03-03
1196,1196,C00046,1205,2022-05-12,42324.45,4221.73,N,2022-05-12
1197,1197,C00057,1045,2024-12-08,48129.04,2757.95,N,2024-12-08
1198,1198,C00020,613,2022-08-28,33531.43,1658.6,N,2022-08-28
1199,1199,C00243,83,2023-12-19,17430.61,4802.97,N,2023-12-19
1200,1200,C00131,357,2023-03-28,44119.46,3576.7,N,2023-03-28
1201,1201,C00135,1013,2025-05-20,10176.35,2108.6,N,2025-05-20
1203,1203,C00015,331,2025-03-15,34797.21,691.62,N,2025-03-15
1204,1204,C00211,1588,2023-02-25,35674.15,471.32,N,2023-02-25
1205,1205,C00186,774,2025-06-02,29826.5,1521.46,N,2025-06-02
1206,1206,C00119,386,2025-04-29,7002.92,4408.56,N,2025-04-29
1207,1207,C00245,715,2023-04-16,16795.13,4427.17,N,2023-04-16
1208,1208,C00038,610,2023-10-29,1050.19,4893.22,N,2023-10-29
1209,1209,C00176,837,2023-02-17,27705.75,978.09,N,2023-02-17
1210,1210,C00208,522,2025-02-03,14156.76,2853.65,N,2025-02-03
1211,1211,C00136,835,2024-03-10,33624.88,1811.72,N,2024-03-10
1212,1212,C00028,392,2023-07-10,35890.63,4292.87,N,2023-07-10
1213,1213,C00202,398,2024-01-03,20442.61,1079.77,N,2024-01-03
1214,1214,C00107,550,2025-11-05,40410.17,3542.14,N,2025-11-05
1215,1215,C00218,1641,2025-09-26,42917.05,4779.19,N,2025-09-26
1216,1216,C00079,1528,2022-11-27,45412.8,664.9,N,2022-11-27
1217,1217,C00159,9,2023-07-02,37057.71,3548.4,N,2023-07-02
1218,1218,C00223,1276,2024-04-28,18722.29,451.4,N,2024-04-28
1219,1219,C00080,748,2022-07-28,26021.59,1080.28,N,2022-07-28
1220,1220,C00171,1628,2023-02-02,24988.59,2304.56,N,2023-02-02
1221,1221,C00174,762,2025-02-27,19317.87,2921.71,N,2025-02-27
1222,1222,C00060,1076,2025-06-19,11737.91,3884.9,N,2025-06-19
1223,1223,C00137,754,2025-12-11,44698.09,534.12,N,2025-12-11
1224,1224,C00262,290,2024-12-15,43821.32,972.22,N,2024-12-15
1225,1225,C00198,497,2024-07-27,3934.45,1183.5,N,2024-07-27
1226,1226,C00142,225,2023-06-15,22794.31,4231.68,N,2023-06-15
1227,1227,C00174,1725,2022-05-09,3484.64,3295.98,N,2022-05-09
1228,1228,C00042,858,2025-02-01,20282.05,1022.78,N,2025-02-01
1229,1229,C00064,1606,2023-11-22,22925.88,3088.93,N,2023-11-22
1230,1230,C00014,1160,2025-01-10,42200.93,1249.91,N,2025-01-10
1232,1232,C00242,1646,2022-12-29,40195.25,2205.83,N,2022-12-29
1233,1233,C00195,432,2023-01-22,6546.68,2233.54,N,2023-01-22
1234,1234,C00174,1175,2024-02-25,1349.66,4439.88,N,2024-02-25
1235,1235,C00193,736,2023-05-31,10520.49,3588.73,N,2023-05-31
1236,1236,C00222,1439,2022-11-14,45885.54,3126.13,N,2022-11-14
1237,1237,C00126,794,2024-11-18,8123.26,4942.22,N,2024-11-18
1238,1238,C00267,570,2024-08-03,47117.93,1277.76,N,2024-08-03
1240,1240,C00035,1342,2022-10-27,28852.78,435.86,N,2022-10-27
1241,1241,C00155,740,2024-02-18,48342.43,837.53,N,2024-02-18
1242,1242,C00013,1033,2023-12-05,17797.92,4977.24,N,2023-12-05
1243,1243,C00231,1566,2025-07-16,27964.64,867.28,N,2025-07-16
1244,1244,C00234,761,2022-04-26,14642.22,3147.01,N,2022-04-26
1245,1245,C00005,536,2022-12-06,18048.37,4140.06,N,2022-12-06
1246,1246,C00159,551,2025-05-04,34782.0,3496.64,N,2025-05-04
1247,1247,C00211,1450,2024-08-26,44342.02,1647.89,N,2024-08-26
1248,1248,C00030,1089,2025-10-16,41951.72,3434.33,N,2025-10-16
1249,1249,C00189,1518,2025-07-26,35828.23,1606.28,N,2025-07-26
1250,1250,C00105,1271,2025-10-12,41140.85,2633.5,N,2025-10-12
1251,1251,C00170,1250,2026-01-12,24437.18,2587.4,N,2026-01-12
1252,1252,C00049,1448,2025-03-23,49985.87,222.66,N,2025-03-23
1253,1253,C00023,815,2023-08-22,35294.34,4426.35,N,2023-08-22
1254,1254,C00200,238,2023-07-04,29426.55,1590.52,N,2023-07-04
1255,1255,C00124,590,2024-09-18,9212.23,4988.08,N,2024-09-18
1258,1258,C00029,1034,2024-04-11,4839.66,3715.6,N,2024-04-11
1259,1259,C00110,825,2023-02-12,41526.52,98.27,N,2023-02-12
1260,1260,C00215,1664,2022-09-30,45862.21,1370.18,N,2022-09-30
1261,1261,C00119,1757,2023-10-08,26521.92,1362.83,N,2023-10-08
1262,1262,C00245,870,2024-10-13,46605.91,3621.38,N,2024-10-13
1263,1263,C00081,1322,2024-12-03,5992.71,4208.29,N,2024-12-03
1264,1264,C00061,7,2023-07-13,27436.99,1199.89,N,2023-07-13
1265,1265,C00164,818,2023-04-28,10293.88,2767.79,N,2023-04-28
1266,1266,C00043,856,2023-11-23,31059.96,1240.77,N,2023-11-23
1267,1267,C00132,608,2025-09-27,6995.84,3911.1,N,2025-09-27
1268,1268,C00116,739,2022-07-25,1376.3,1201.56,N,2022-07-25
1269,1269,C00219,1117,2023-08-12,35854.13,387.17,N,2023-08-12
1270,1270,C00144,313,2023-11-14,27221.46,1964.33,N,2023-11-14
1271,1271,C00128,926,2022-02-26,35707.68,2763.36,N,2022-02-26
1272,1272,C00218,1531,2023-01-26,22225.19,1914.53,N,2023-01-26
1273,1273,C00027,1603,2026-01-25,21074.33,704.2,N,2026-01-25
1274,1274,C00145,1783,2023-12-20,25329.27,4677.49,N,2023-12-20
1275,1275,C00057,1756,2024-04-12,27733.04,4478.56,N,2024-04-12
1276,1276,C00090,20,2025-07-29,11745.01,4149.92,N,2025-07-29
1277,1277,C00020,1570,2025-03-13,14411.3,812.11,N,2025-03-13
1278,1278,C00004,171,2023-02-07,8625.88,3437.84,N,2023-02-07
1279,1279,C00172,1422,2025-11-10,31802.15,3309.12,N,2025-11-10
1280,1280,C00028,1192,2022-08-07,791.97,4756.67,N,2022-08-07
1281,1281,C00227,1795,2024-03-05,42155.84,391.26,N,2024-03-05
1282,1282,C00127,1790,2022-10-07,26726.18,2739.43,N,2022-10-07
1283,1283,C00026,787,2024-11-21,7812.76,2326.23,N,2024-11-21
1284,1284,C00185,1368,2023-06-04,20210.89,4838.34,N,2023-06-04
1285,1285,C00190,747,2022-06-09,21353.62,4910.55,N,2022-06-09
1286,1286,C00260,1253,2025-10-13,36697.16,2062.88,N,2025-10-13
1288,1288,C00182,719,2024-08-29,41560.89,2479.17,N,2024-08-29
1289,1289,C00065,78,2024-11-24,31787.2,521.34,N,2024-11-24
1290,1290,C00203,1055,2024-06-26,40366.79,505.86,N,2024-06-26
1291,1291,C00022,309,2024-03-15,39520.1,4069.44,N,2024-03-15
1292,1292,C00086,99,2023-04-08,25850.74,3259.42,N,2023-04-08
1293,1293,C00248,1176,2024-07-12,1272.84,1008.8,N,2024-07-12
1294,1294,C00266,50,2022-12-31,46177.96,1275.11,N,2022-12-31
1295,1295,C00138,920,2025-08-12,42856.48,4920.35,N,2025-08-12
1296,1296,C00036,461,2023-04-06,44728.24,2278.33,N,2023-04-06
1297,1297,C00265,1755,2024-11-14,3454.78,1447.64,N,2024-11-14
1298,1298,C00048,1506,2023-12-17,42877.75,3704.86,N,2023-12-17
1299,1299,C00046,1505,2025-07-31,32939.3,1276.74,N,2025-07-31
1300,1300,C00036,960,2023-12-02,9432.68,2826.91,N,2023-12-02
1301,1301,C00221,961,2024-02-23,16642.38,2916.08,N,2024-02-23
1302,1302,C00031,1346,2024-10-19,35228.94,4143.68,N,2024-10-19
1303,1303,C00196,1674,2024-09-29,46974.16,2575.25,N,2024-09-29
1304,1304,C00065,452,2025-01-03,26669.41,3008.61,N,2025-01-03
1305,1305,C00104,400,2026-01-28,28423.32,2780.06,N,2026-01-28
1306,1306,C00258,1479,2023-08-20,5697.74,4256.45,N,2023-08-20
1307,1307,C00268,1266,2025-10-07,46317.05,3720.45,N,2025-10-07
1308,1308,C00219,1452,2025-01-18,26664.14,2256.97,N,2025-01-18
1309,1309,C00085,355,2025-03-22,13615.75,3922.0,N,2025-03-22
1310,1310,C00230,700,2024-02-17,4744.72,1507.7,N,2024-02-17
1311,1311,C00212,101,2022-04-07,8767.62,2241.05,N,2022-04-07
1312,1312,C00155,241,2025-02-24,31430.03,3732.9,N,2025-02-24
1313,1313,C00070,1340,2023-04-18,6291.31,4006.72,N,2023-04-18
1314,1314,C00077,777,2025-11-03,9356.07,4623.79,N,2025-11-03
1315,1315,C00015,1058,2024-11-15,12660.38,3815.66,N,2024-11-15
1316,1316,C00148,885,2022-09-24,6010.82,3907.96,N,2022-09-24
1317,1317,C00126,63,2023-05-22,24636.81,3665.68,N,2023-05-22
1318,1318,C00128,853,2023-12-26,9794.46,457.47,N,2023-12-26
1319,1319,C00199,239,2022-11-10,33292.28,3653.82,N,2022-11-10
1320,1320,C00200,846,2023-05-18,14852.97,4241.97,N,2023-05-18
1321,1321,C00208,379,2022-10-04,16284.72,4047.0,N,2022-10-04
1322,1322,C00199,1428,2025-08-15,26972.18,1919.99,N,2025-08-15
1323,1323,C00029,1383,2025-11-19,47975.12,349.56,N,2025-11-19
1324,1324,C00136,866,2024-07-31,6110.14,2591.7,N,2024-07-31
1325,1325,C00074,1694,2022-08-21,36188.3,856.25,N,2022-08-21
1326,1326,C00140,11,2024-06-21,520.5,3685.74,N,2024-06-21
1327,1327,C00141,1027,2025-10-14,4962.01,2392.67,N,2025-10-14
1328,1328,C00114,934,2024-12-06,10879.44,3510.62,N,2024-12-06
1329,1329,C00223,636,2022-04-19,10330.08,1645.88,N,2022-04-19
1330,1330,C00265,1147,2023-12-06,1138.61,2625.89,N,2023-12-06
1331,1331,C00036,911,2024-09-13,29121.89,1081.59,N,2024-09-13
1332,1332,C00198,784,2023-11-21,36694.33,3425.26,N,2023-11-21
1333,1333,C00108,472,2022-09-09,40563.23,1304.87,N,2022-09-09
1334,1334,C00131,791,2025-08-17,22253.99,4500.86,N,2025-08-17
1335,1335,C00073,1437,2025-02-19,24323.32,3940.98,N,2025-02-19
1336,1336,C00262,801,2022-06-04,44552.37,1051.47,Y,2022-06-04
1337,1337,C00146,390,2024-11-28,12344.3,2163.12,N,2024-11-28
1338,1338,C00076,1736,2023-06-25,25138.63,2283.73,N,2023-06-25
1339,1339,C00260,535,2025-09-06,30095.11,4672.23,N,2025-09-06
1340,1340,C00025,938,2022-04-07,42621.1,94.04,N,2022-04-07
1341,1341,C00005,1149,2022-05-12,18538.09,3981.66,N,2022-05-12
1342,1342,C00144,1291,2022-07-18,18498.68,2385.25,N,2022-07-18
1343,1343,C00198,1294,2023-09-18,13659.85,1860.04,N,2023-09-18
1344,1344,C00062,1268,2023-12-12,18176.63,3700.41,N,2023-12-12
1345,1345,C00258,798,2022-07-17,27291.4,4799.1,N,2022-07-17
1346,1346,C00207,456,2023-12-10,44065.89,1605.66,N,2023-12-10
1347,1347,C00208,914,2023-11-18,5860.98,2481.43,N,2023-11-18
1348,1348,C00052,264,2024-06-10,15260.4,1324.27,N,2024-06-10
1349,1349,C00011,1525,2026-01-19,7845.42,1817.41,N,2026-01-19
1350,1350,C00007,634,2023-09-30,19286.87,1753.97,Y,2023-09-30
1351,1351,C00088,1129,2022-06-07,34404.45,4054.3,N,2022-06-07
1352,1352,C00059,1293,2024-03-07,6388.41,4084.34,N,2024-03-07
1353,1353,C00014,414,2023-12-26,46972.16,2905.31,N,2023-12-26
1354,1354,C00217,269,2023-02-05,3378.06,4858.77,N,2023-02-05
1355,1355,C00138,828,2025-10-31,3565.06,3993.31,N,2025-10-31
1356,1356,C00186,1203,2022-08-28,14164.1,2186.87,N,2022-08-28
1357,1357,C00011,1485,2023-01-05,1934.94,2563.82,N,2023-01-05
1358,1358,C00245,263,2022-08-19,32012.42,1296.59,N,2022-08-19
1359,1359,C00078,1733,2023-09-17,47245.49,987.33,N,2023-09-17
1360,1360,C00149,591,2025-06-23,22080.5,3687.01,N,2025-06-23
1361,1361,C00237,119,2022-11-10,4835.08,2701.71,N,2022-11-10
1362,1362,C00240,1298,2025-11-24,13959.62,2458.5,N,2025-11-24
1363,1363,C00093,702,2024-02-08,35302.65,2870.12,N,2024-02-08
1364,1364,C00139,1279,2022-04-30,22660.83,4466.12,N,2022-04-30
1365,1365,C00212,1502,2025-09-06,10104.66,4839.3,N,2025-09-06
1366,1366,C00189,1682,2025-07-05,591.31,2155.01,N,2025-07-05
1367,1367,C00170,616,2025-08-07,3586.47,4740.12,N,2025-08-07
1368,1368,C00215,17,2025-08-02,45856.05,4329.74,N,2025-08-02
1369,1369,C00045,1243,2022-12-05,39629.74,4661.65,N,2022-12-05
1370,1370,C00254,537,2023-12-30,3293.75,4717.79,N,2023-12-30
1371,1371,C00165,619,2022-10-23,26135.25,1195.91,N,2022-10-23
1372,1372,C00185,1126,2023-07-19,48253.49,378.0,N,2023-07-19
1373,1373,C00011,1621,2023-08-04,41960.6,1175.31,N,2023-08-04
1374,1374,C00117,882,2023-12-19,23318.84,2638.9,N,2023-12-19
1375,1375,C00100,382,2023-11-27,22822.37,2081.49,N,2023-11-27
1376,1376,C00020,1262,2023-07-30,4867.72,872.14,N,2023-07-30
1377,1377,C00158,1586,2025-07-18,19062.45,138.2,N,2025-07-18
1378,1378,C00098,230,2022-04-04,31065.52,3417.75,N,2022-04-04
1379,1379,C00138,991,2024-08-09,14545.51,1571.04,N,2024-08-09
1380,1380,C00258,435,2023-09-21,27180.63,570.53,N,2023-09-21
1381,1381,C00152,967,2022-05-04,16064.25,2492.05,N,2022-05-04
1382,1382,C00072,1509,2025-10-02,9810.28,1113.47,Y,2025-10-02
1383,1383,C00112,138,2022-02-10,12295.36,73.72,N,2022-02-10
1384,1384,C00127,1408,2023-03-20,38518.23,2187.06,N,2023-03-20
1385,1385,C00057,597,2023-10-08,8085.0,1045.8,N,2023-10-08
1386,1386,C00132,82,2023-11-01,45930.32,2668.04,N,2023-11-01
1387,1387,C00246,1649,2025-07-06,19691.0,2468.57,N,2025-07-06
1388,1388,C00220,707,2023-11-10,28603.32,1263.01,N,2023-11-10
1389,1389,C00196,644,2023-04-15,27549.09,3986.14,N,2023-04-15
1390,1390,C00155,166,2025-12-22,47728.69,3417.75,N,2025-12-22
1391,1391,C00173,66,2024-07-15,25567.3,4228.8,N,2024-07-15
1392,1392,C00089,612,2023-04-05,18703.28,4494.09,N,2023-04-05
1393,1393,C00080,1399,2025-09-04,2197.99,4081.94,N,2025-09-04
1394,1394,C00027,178,2025-03-20,47885.36,4483.37,N,2025-03-20
1395,1395,C00166,1113,2024-06-26,8597.56,3024.0,N,2024-06-26
1396,1396,C00202,110,2022-11-17,4827.93,2157.08,N,2022-11-17
1397,1397,C00059,1585,2025-07-14,24606.24,2761.14,N,2025-07-14
1398,1398,C00010,279,2024-03-24,35137.94,620.65,N,2024-03-24
1400,1400,C00066,1394,2022-05-24,9627.85,2818.95,N,2022-05-24
1401,1401,C00008,1043,2023-07-04,45058.21,4609.78,N,2023-07-04
1402,1402,C00211,946,2025-02-15,40068.28,4121.36,N,2025-02-15
1403,1403,C00181,1398,2024-08-10,22225.04,4582.2,N,2024-08-10
1404,1404,C00204,90,2022-03-15,24254.56,4239.56,N,2022-03-15
1405,1405,C00091,1436,2026-01-15,7073.57,2082.62,N,2026-01-15
1406,1406,C00159,427,2022-03-18,34494.85,3745.43,N,2022-03-18
1407,1407,C00268,1075,2025-11-18,36805.09,4270.74,Y,2025-11-18
1408,1408,C00075,1112,2023-08-17,34853.98,1547.42,N,2023-08-17
1409,1409,C00010,579,2023-12-18,21635.04,4233.59,N,2023-12-18
1410,1410,C00121,1638,2025-01-18,45453.35,4793.02,N,2025-01-18
1411,1411,C00045,1636,2022-09-06,33644.68,4804.16,N,2022-09-06
1412,1412,C00082,833,2022-06-29,23307.32,2786.26,N,2022-06-29
1413,1413,C00102,1433,2025-05-11,32343.45,2978.46,N,2025-05-11
1414,1414,C00248,891,2026-01-31,13720.32,2806.59,N,2026-01-31
1415,1415,C00072,566,2024-05-09,22876.44,1868.4,N,2024-05-09
1416,1416,C00222,827,2023-10-12,21322.91,2593.9,N,2023-10-12
1417,1417,C00052,678,2023-01-02,23497.34,350.43,N,2023-01-02
1418,1418,C00241,1624,2025-09-04,19618.52,574.32,N,2025-09-04
1419,1419,C00003,862,2023-05-08,23667.99,1928.9,N,2023-05-08
1420,1420,C00032,677,2023-06-17,4786.76,3830.87,N,2023-06-17
1421,1421,C00028,660,2022-10-23,4402.7,3698.77,N,2022-10-23
1422,1422,C00191,381,2023-02-07,20747.25,2014.47,N,2023-02-07
1423,1423,C00022,146,2023-08-19,19923.22,2227.76,N,2023-08-19
1424,1424,C00170,529,2024-06-14,31160.24,3668.76,N,2024-06-14
1425,1425,C00084,1151,2025-01-17,24063.31,1694.09,N,2025-01-17
1426,1426,C00200,1309,2026-01-05,33740.7,4416.52,N,2026-01-05
1427,1427,C00222,307,2024-10-09,8288.25,3370.18,N,2024-10-09
1428,1428,C00088,1059,2022-09-18,44078.17,2834.15,N,2022-09-18
1429,1429,C00213,177,2024-03-25,4353.76,2688.64,N,2024-03-25
1430,1430,C00012,1519,2024-06-14,2504.05,364.96,N,2024-06-14
1431,1431,C00036,1494,2025-01-19,14392.72,2179.96,N,2025-01-19
1432,1432,C00160,377,2022-05-27,34801.23,1157.46,N,2022-05-27
1433,1433,C00234,1041,2022-12-30,21506.21,415.98,N,2022-12-30
1434,1434,C00099,446,2023-09-12,16185.31,2486.47,N,2023-09-12
1435,1435,C00188,1199,2025-11-11,34864.51,1828.69,N,2025-11-11
1436,1436,C00241,303,2022-06-24,19867.87,4539.06,N,2022-06-24
1437,1437,C00174,1407,2025-02-28,6631.26,2253.71,N,2025-02-28
1438,1438,C00231,1296,2025-01-04,45234.36,305.38,N,2025-01-04
1439,1439,C00013,1754,2023-02-25,36554.47,298.36,N,2023-02-25
1440,1440,C00136,1462,2023-06-27,27897.78,2167.91,N,2023-06-27
1441,1441,C00201,1098,2023-06-27,26183.39,3390.56,N,2023-06-27
1442,1442,C00153,896,2025-02-01,12624.19,2490.01,N,2025-02-01
1443,1443,C00231,1714,2023-06-05,24729.87,810.63,N,2023-06-05
1444,1444,C00146,1254,2023-06-01,39405.71,3954.15,N,2023-06-01
1445,1445,C00194,1581,2024-08-14,8162.1,79.71,N,2024-08-14
1446,1446,C00193,318,2024-07-07,39114.84,2898.66,N,2024-07-07
1447,1447,C00202,980,2024-09-21,2850.5,4451.46,N,2024-09-21
1448,1448,C00187,931,2023-07-13,28006.2,1199.24,N,2023-07-13
1449,1449,C00053,401,2024-08-09,48828.03,3425.08,N,2024-08-09
1450,1450,C00112,1707,2023-05-30,47027.16,4815.59,N,2023-05-30
1451,1451,C00017,723,2023-08-10,45007.96,1310.32,N,2023-08-10
1452,1452,C00146,1775,2022-10-13,43270.39,4776.63,N,2022-10-13
1453,1453,C00074,506,2023-01-22,28200.84,1750.28,N,2023-01-22
1454,1454,C00117,581,2024-05-07,552.73,675.04,N,2024-05-07
1455,1455,C00035,1676,2022-03-07,39829.63,3358.57,N,2022-03-07
1456,1456,C00070,1012,2025-04-29,22793.62,362.61,N,2025-04-29
1457,1457,C00181,1078,2022-11-23,33820.31,4740.57,N,2022-11-23
1458,1458,C00027,505,2025-07-31,16042.72,978.58,N,2025-07-31
1459,1459,C00124,880,2025-05-16,23954.83,1855.31,N,2025-05-16
1460,1460,C00122,103,2025-05-13,33368.84,4457.36,N,2025-05-13
1461,1461,C00220,431,2022-07-30,38804.12,3177.55,N,2022-07-30
1462,1462,C00111,91,2022-07-17,22070.79,837.3,N,2022-07-17
1463,1463,C00004,1800,2022-12-30,21616.81,1538.41,N,2022-12-30
1464,1464,C00012,800,2024-01-14,33297.33,1341.45,N,2024-01-14
1465,1465,C00012,38,2024-06-04,14392.23,493.62,N,2024-06-04
1466,1466,C00033,620,2023-04-05,48672.68,1075.1,Y,2023-04-05
1468,1468,C00064,1022,2023-07-04,30083.6,3998.69,N,2023-07-04
1469,1469,C00174,1529,2023-03-28,23591.67,1136.76,N,2023-03-28
1470,1470,C00144,1723,2022-06-06,42924.39,3770.59,N,2022-06-06
1471,1471,C00205,193,2023-08-25,11781.72,1710.06,N,2023-08-25
1472,1472,C00191,958,2023-09-27,22321.27,3482.03,N,2023-09-27
1473,1473,C00174,234,2024-04-21,24480.68,1877.28,N,2024-04-21
1474,1474,C00056,31,2023-10-07,39315.55,4603.05,N,2023-10-07
1475,1475,C00065,1180,2024-08-16,24442.54,965.65,N,2024-08-16
1476,1476,C00235,542,2022-07-10,45435.13,1333.73,N,2022-07-10
1477,1477,C00164,347,2023-05-04,42225.56,4533.44,N,2023-05-04
1478,1478,C00006,1451,2025-09-03,27868.67,3913.84,N,2025-09-03
1479,1479,C00040,1166,2023-02-28,33016.75,3833.81,N,2023-02-28
1480,1480,C00034,917,2024-10-29,26912.46,4851.22,N,2024-10-29
1481,1481,C00018,626,2023-10-14,16550.36,982.08,N,2023-10-14
1482,1482,C00229,1153,2025-04-19,25016.53,2801.01,Y,2025-04-19
1483,1483,C00261,1378,2025-07-17,42576.72,2156.03,N,2025-07-17
1484,1484,C00214,1639,2025-11-25,28806.76,2623.77,N,2025-11-25
1485,1485,C00177,1445,2024-05-25,23027.09,3101.59,N,2024-05-25
1486,1486,C00246,1515,2025-05-30,39114.27,1940.55,N,2025-05-30
1487,1487,C00062,161,2023-01-31,8970.88,3910.69,N,2023-01-31
1488,1488,C00104,1561,2025-12-18,32512.21,3974.39,N,2025-12-18
1489,1489,C00143,410,2025-04-25,13657.82,363.85,N,2025-04-25
1490,1490,C00221,1042,2025-03-20,22522.49,4606.76,N,2025-03-20
1491,1491,C00099,1090,2022-03-04,42991.27,757.65,N,2022-03-04
1492,1492,C00239,352,2023-10-27,2866.33,4578.55,N,2023-10-27
1493,1493,C00029,1222,2022-03-30,42326.06,2202.39,N,2022-03-30
1494,1494,C00249,1411,2023-04-29,13009.59,4761.97,N,2023-04-29
1495,1495,C00159,1032,2023-05-30,23560.38,2795.01,N,2023-05-30
1496,1496,C00227,391,2025-05-25,20650.44,2603.98,N,2025-05-25
1497,1497,C00232,348,2025-12-20,5642.28,4270.5,N,2025-12-20
1498,1498,C00172,1595,2023-01-15,26796.56,2312.46,N,2023-01-15
1499,1499,C00149,1691,2022-12-03,19672.3,2230.12,N,2022-12-03
1500,1500,C00263,1067,2025-03-13,48855.79,1063.1,N,2025-03-13
